Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000005	creidhartii	n6	1.0	Terminal	creidhartii_CRv4_Au5_s1_g2239_t1, creidhartii_CRv4_Au5_s11_g2487_t1, creidhartii_CRv4_Au5_s9_g15449_t1	creidhartii_CRv4_Au5_s12_g3636_t1, creidhartii_CRv4_Au5_s17_g7803_t1, creidhartii_CRv4_Au5_s17_g7803_t2, creidhartii_CRv4_Au5_s1_g1274_t1, creidhartii_CRv4_Au5_s6_g12403_t1, creidhartii_CRv4_Au5_s1_g1601_t1, creidhartii_CRv4_Au5_s1_g1747_t1, creidhartii_CRv4_Au5_s13_g4316_t1, creidhartii_CRv4_Au5_s1_g1874_t1, creidhartii_CRv4_Au5_s6_g13444_t1, creidhartii_CRv4_Au5_s14_g5318_t1, creidhartii_CRv4_Au5_s22_g9843_t1, creidhartii_CRv4_Au5_s10_g654_t1, creidhartii_CRv4_Au5_s14_g5646_t1, creidhartii_CRv4_Au5_s1_g1035_t1
OG0000005	creidhartii	n7	1.0	Terminal	creidhartii_CRv4_Au5_s1_g2239_t1, creidhartii_CRv4_Au5_s11_g2487_t1	creidhartii_CRv4_Au5_s9_g15449_t1
OG0000005	creidhartii	n8	1.0	Terminal	creidhartii_CRv4_Au5_s1_g2239_t1	creidhartii_CRv4_Au5_s11_g2487_t1
OG0000005	creidhartii	n9	1.0	Terminal	creidhartii_CRv4_Au5_s12_g3636_t1, creidhartii_CRv4_Au5_s17_g7803_t1, creidhartii_CRv4_Au5_s17_g7803_t2, creidhartii_CRv4_Au5_s1_g1274_t1, creidhartii_CRv4_Au5_s6_g12403_t1, creidhartii_CRv4_Au5_s1_g1601_t1	creidhartii_CRv4_Au5_s1_g1747_t1, creidhartii_CRv4_Au5_s13_g4316_t1, creidhartii_CRv4_Au5_s1_g1874_t1, creidhartii_CRv4_Au5_s6_g13444_t1, creidhartii_CRv4_Au5_s14_g5318_t1, creidhartii_CRv4_Au5_s22_g9843_t1, creidhartii_CRv4_Au5_s10_g654_t1, creidhartii_CRv4_Au5_s14_g5646_t1, creidhartii_CRv4_Au5_s1_g1035_t1
OG0000005	creidhartii	n10	1.0	Terminal	creidhartii_CRv4_Au5_s12_g3636_t1	creidhartii_CRv4_Au5_s17_g7803_t1, creidhartii_CRv4_Au5_s17_g7803_t2, creidhartii_CRv4_Au5_s1_g1274_t1, creidhartii_CRv4_Au5_s6_g12403_t1, creidhartii_CRv4_Au5_s1_g1601_t1
OG0000005	creidhartii	n11	1.0	Terminal	creidhartii_CRv4_Au5_s17_g7803_t1, creidhartii_CRv4_Au5_s17_g7803_t2, creidhartii_CRv4_Au5_s1_g1274_t1	creidhartii_CRv4_Au5_s6_g12403_t1, creidhartii_CRv4_Au5_s1_g1601_t1
OG0000005	creidhartii	n12	1.0	Terminal	creidhartii_CRv4_Au5_s17_g7803_t1	creidhartii_CRv4_Au5_s17_g7803_t2, creidhartii_CRv4_Au5_s1_g1274_t1
OG0000005	creidhartii	n13	1.0	Terminal	creidhartii_CRv4_Au5_s17_g7803_t2	creidhartii_CRv4_Au5_s1_g1274_t1
OG0000005	creidhartii	n14	1.0	Terminal	creidhartii_CRv4_Au5_s6_g12403_t1	creidhartii_CRv4_Au5_s1_g1601_t1
OG0000005	creidhartii	n15	1.0	Terminal	creidhartii_CRv4_Au5_s1_g1747_t1	creidhartii_CRv4_Au5_s13_g4316_t1, creidhartii_CRv4_Au5_s1_g1874_t1, creidhartii_CRv4_Au5_s6_g13444_t1, creidhartii_CRv4_Au5_s14_g5318_t1, creidhartii_CRv4_Au5_s22_g9843_t1, creidhartii_CRv4_Au5_s10_g654_t1, creidhartii_CRv4_Au5_s14_g5646_t1, creidhartii_CRv4_Au5_s1_g1035_t1
OG0000005	creidhartii	n16	1.0	Terminal	creidhartii_CRv4_Au5_s13_g4316_t1	creidhartii_CRv4_Au5_s1_g1874_t1, creidhartii_CRv4_Au5_s6_g13444_t1, creidhartii_CRv4_Au5_s14_g5318_t1, creidhartii_CRv4_Au5_s22_g9843_t1, creidhartii_CRv4_Au5_s10_g654_t1, creidhartii_CRv4_Au5_s14_g5646_t1, creidhartii_CRv4_Au5_s1_g1035_t1
OG0000005	creidhartii	n17	1.0	Terminal	creidhartii_CRv4_Au5_s1_g1874_t1, creidhartii_CRv4_Au5_s6_g13444_t1, creidhartii_CRv4_Au5_s14_g5318_t1	creidhartii_CRv4_Au5_s22_g9843_t1, creidhartii_CRv4_Au5_s10_g654_t1, creidhartii_CRv4_Au5_s14_g5646_t1, creidhartii_CRv4_Au5_s1_g1035_t1
OG0000005	creidhartii	n18	1.0	Terminal	creidhartii_CRv4_Au5_s1_g1874_t1	creidhartii_CRv4_Au5_s6_g13444_t1, creidhartii_CRv4_Au5_s14_g5318_t1
OG0000005	creidhartii	n19	1.0	Terminal	creidhartii_CRv4_Au5_s6_g13444_t1	creidhartii_CRv4_Au5_s14_g5318_t1
OG0000005	creidhartii	n20	1.0	Terminal	creidhartii_CRv4_Au5_s22_g9843_t1, creidhartii_CRv4_Au5_s10_g654_t1, creidhartii_CRv4_Au5_s14_g5646_t1	creidhartii_CRv4_Au5_s1_g1035_t1
OG0000005	creidhartii	n21	1.0	Terminal	creidhartii_CRv4_Au5_s22_g9843_t1	creidhartii_CRv4_Au5_s10_g654_t1, creidhartii_CRv4_Au5_s14_g5646_t1
OG0000005	creidhartii	n22	1.0	Terminal	creidhartii_CRv4_Au5_s10_g654_t1	creidhartii_CRv4_Au5_s14_g5646_t1
OG0000006	Cvulgaris	n1	1.0	Terminal	Cvulgaris_genemark_Scaffold_266-abinit-gene-0.35-mRNA-1 protein AED_0.26 eAED_0.30 QI_0|0|0|0.75|1|1|8|0|1095, Cvulgaris_snap_masked_Scaffold_1576-abinit-gene-0.16-mRNA-1 protein AED_0.10 eAED_0.11 QI_0|-1|0|1|-1|1|1|0|327	Cvulgaris_genemark_Scaffold_605-abinit-gene-0.1-mRNA-1 protein AED_0.17 eAED_0.18 QI_0|0.7|0.45|0.90|1|1|11|0|453
OG0000006	Cvulgaris	n2	1.0	Terminal	Cvulgaris_genemark_Scaffold_266-abinit-gene-0.35-mRNA-1 protein AED_0.26 eAED_0.30 QI_0|0|0|0.75|1|1|8|0|1095	Cvulgaris_snap_masked_Scaffold_1576-abinit-gene-0.16-mRNA-1 protein AED_0.10 eAED_0.11 QI_0|-1|0|1|-1|1|1|0|327
OG0000006	creidhartii	n3	1.0	Terminal	creidhartii_CRv4_Au5_s4_g11646_t1, creidhartii_CRv4_Au5_s1_g2268_t1, creidhartii_CRv4_Au5_s7_g14190_t1	creidhartii_CRv4_Au5_s1_g2132_t3, creidhartii_CRv4_Au5_s1_g2132_t1, creidhartii_CRv4_Au5_s1_g2132_t2, creidhartii_CRv4_Au5_s1_g2192_t1, creidhartii_CRv4_Au5_s7_g13686_t1, creidhartii_CRv4_Au5_s2_g8986_t1, creidhartii_CRv4_Au5_s10_g339_t1, creidhartii_CRv4_Au5_s16_g6847_t1, creidhartii_CRv4_Au5_s26_g10009_t1, creidhartii_CRv4_Au5_s13_g5146_t1, creidhartii_CRv4_Au5_s17_g7194_t1
OG0000006	creidhartii	n4	1.0	Terminal	creidhartii_CRv4_Au5_s4_g11646_t1, creidhartii_CRv4_Au5_s1_g2268_t1	creidhartii_CRv4_Au5_s7_g14190_t1
OG0000006	creidhartii	n5	1.0	Terminal	creidhartii_CRv4_Au5_s4_g11646_t1	creidhartii_CRv4_Au5_s1_g2268_t1
OG0000006	creidhartii	n6	1.0	Terminal	creidhartii_CRv4_Au5_s1_g2132_t3, creidhartii_CRv4_Au5_s1_g2132_t1, creidhartii_CRv4_Au5_s1_g2132_t2, creidhartii_CRv4_Au5_s1_g2192_t1	creidhartii_CRv4_Au5_s7_g13686_t1, creidhartii_CRv4_Au5_s2_g8986_t1, creidhartii_CRv4_Au5_s10_g339_t1, creidhartii_CRv4_Au5_s16_g6847_t1, creidhartii_CRv4_Au5_s26_g10009_t1, creidhartii_CRv4_Au5_s13_g5146_t1, creidhartii_CRv4_Au5_s17_g7194_t1
OG0000006	creidhartii	n7	1.0	Terminal	creidhartii_CRv4_Au5_s1_g2132_t3, creidhartii_CRv4_Au5_s1_g2132_t1, creidhartii_CRv4_Au5_s1_g2132_t2	creidhartii_CRv4_Au5_s1_g2192_t1
OG0000006	creidhartii	n8	1.0	Terminal	creidhartii_CRv4_Au5_s1_g2132_t3	creidhartii_CRv4_Au5_s1_g2132_t1, creidhartii_CRv4_Au5_s1_g2132_t2
OG0000006	creidhartii	n9	1.0	Terminal	creidhartii_CRv4_Au5_s1_g2132_t1	creidhartii_CRv4_Au5_s1_g2132_t2
OG0000006	creidhartii	n10	1.0	Terminal	creidhartii_CRv4_Au5_s7_g13686_t1, creidhartii_CRv4_Au5_s2_g8986_t1, creidhartii_CRv4_Au5_s10_g339_t1, creidhartii_CRv4_Au5_s16_g6847_t1, creidhartii_CRv4_Au5_s26_g10009_t1	creidhartii_CRv4_Au5_s13_g5146_t1, creidhartii_CRv4_Au5_s17_g7194_t1
OG0000006	creidhartii	n11	1.0	Terminal	creidhartii_CRv4_Au5_s7_g13686_t1, creidhartii_CRv4_Au5_s2_g8986_t1, creidhartii_CRv4_Au5_s10_g339_t1	creidhartii_CRv4_Au5_s16_g6847_t1, creidhartii_CRv4_Au5_s26_g10009_t1
OG0000006	creidhartii	n12	1.0	Terminal	creidhartii_CRv4_Au5_s7_g13686_t1, creidhartii_CRv4_Au5_s2_g8986_t1	creidhartii_CRv4_Au5_s10_g339_t1
OG0000006	creidhartii	n13	1.0	Terminal	creidhartii_CRv4_Au5_s7_g13686_t1	creidhartii_CRv4_Au5_s2_g8986_t1
OG0000006	creidhartii	n14	1.0	Terminal	creidhartii_CRv4_Au5_s16_g6847_t1	creidhartii_CRv4_Au5_s26_g10009_t1
OG0000006	creidhartii	n15	1.0	Terminal	creidhartii_CRv4_Au5_s13_g5146_t1	creidhartii_CRv4_Au5_s17_g7194_t1
OG0000007	N0	n0	1.0	Non-Terminal	Cvulgaris_genemark_Scaffold_435-abinit-gene-0.50-mRNA-1 protein AED_0.34 eAED_0.36 QI_0|0|0|0.38|1|1|13|0|719, creidhartii_CRv4_Au5_s13_g4362_t1	creidhartii_CRv4_Au5_s1_g2019_t1, creidhartii_CRv4_Au5_s16_g6033_t1, creidhartii_CRv4_Au5_s4_g11677_t1, creidhartii_CRv4_Au5_s11_g2636_t1, Cvulgaris_genemark_Scaffold_57-abinit-gene-0.7-mRNA-1 protein AED_0.46 eAED_0.48 QI_0|0|0|0.22|1|1|9|0|481, Cvulgaris_maker_Scaffold_10-snap-gene-0.52-mRNA-1 protein AED_0.26 eAED_0.29 QI_0|0|0|0.5|0|0|4|0|873, Cvulgaris_snap_masked_Scaffold_567-abinit-gene-0.18-mRNA-1 protein AED_0.42 eAED_0.43 QI_0|-1|0|1|-1|1|1|0|165, Cvulgaris_genemark_Scaffold_693-abinit-gene-0.20-mRNA-1 protein AED_0.42 eAED_0.42 QI_0|0|0|0.5|1|1|8|0|351, Cvulgaris_maker_Scaffold_1512-snap-gene-0.102-mRNA-1 protein AED_0.16 eAED_0.21 QI_0|0|0|0.66|1|1|3|0|559, Cvulgaris_genemark_Scaffold_532-abinit-gene-0.14-mRNA-1 protein AED_0.44 eAED_0.48 QI_0|0|0|0.57|1|1|7|0|420, Cvulgaris_genemark_Scaffold_111-abinit-gene-0.14-mRNA-1 protein AED_0.78 eAED_0.78 QI_0|0|0|0.28|1|1|7|0|505, Cvulgaris_genemark_Scaffold_111-abinit-gene-0.9-mRNA-1 protein AED_0.62 eAED_0.63 QI_0|0|0|0.42|1|1|7|0|495, Cvulgaris_genemark_Scaffold_101-abinit-gene-0.6-mRNA-1 protein AED_0.49 eAED_0.50 QI_0|0|0|0.5|1|1|4|0|253, Cvulgaris_genemark_Scaffold_1695-abinit-gene-0.4-mRNA-1 protein AED_0.20 eAED_0.22 QI_0|0|0|0.55|1|1|9|0|993
OG0000007	creidhartii	n3	1.0	Terminal	creidhartii_CRv4_Au5_s1_g2019_t1, creidhartii_CRv4_Au5_s16_g6033_t1, creidhartii_CRv4_Au5_s4_g11677_t1	creidhartii_CRv4_Au5_s11_g2636_t1
OG0000007	creidhartii	n4	1.0	Terminal	creidhartii_CRv4_Au5_s1_g2019_t1, creidhartii_CRv4_Au5_s16_g6033_t1	creidhartii_CRv4_Au5_s4_g11677_t1
OG0000007	creidhartii	n5	1.0	Terminal	creidhartii_CRv4_Au5_s1_g2019_t1	creidhartii_CRv4_Au5_s16_g6033_t1
OG0000007	Cvulgaris	n6	1.0	Terminal	Cvulgaris_genemark_Scaffold_57-abinit-gene-0.7-mRNA-1 protein AED_0.46 eAED_0.48 QI_0|0|0|0.22|1|1|9|0|481, Cvulgaris_maker_Scaffold_10-snap-gene-0.52-mRNA-1 protein AED_0.26 eAED_0.29 QI_0|0|0|0.5|0|0|4|0|873	Cvulgaris_snap_masked_Scaffold_567-abinit-gene-0.18-mRNA-1 protein AED_0.42 eAED_0.43 QI_0|-1|0|1|-1|1|1|0|165, Cvulgaris_genemark_Scaffold_693-abinit-gene-0.20-mRNA-1 protein AED_0.42 eAED_0.42 QI_0|0|0|0.5|1|1|8|0|351, Cvulgaris_maker_Scaffold_1512-snap-gene-0.102-mRNA-1 protein AED_0.16 eAED_0.21 QI_0|0|0|0.66|1|1|3|0|559, Cvulgaris_genemark_Scaffold_532-abinit-gene-0.14-mRNA-1 protein AED_0.44 eAED_0.48 QI_0|0|0|0.57|1|1|7|0|420, Cvulgaris_genemark_Scaffold_111-abinit-gene-0.14-mRNA-1 protein AED_0.78 eAED_0.78 QI_0|0|0|0.28|1|1|7|0|505, Cvulgaris_genemark_Scaffold_111-abinit-gene-0.9-mRNA-1 protein AED_0.62 eAED_0.63 QI_0|0|0|0.42|1|1|7|0|495, Cvulgaris_genemark_Scaffold_101-abinit-gene-0.6-mRNA-1 protein AED_0.49 eAED_0.50 QI_0|0|0|0.5|1|1|4|0|253, Cvulgaris_genemark_Scaffold_1695-abinit-gene-0.4-mRNA-1 protein AED_0.20 eAED_0.22 QI_0|0|0|0.55|1|1|9|0|993
OG0000007	Cvulgaris	n7	1.0	Terminal	Cvulgaris_genemark_Scaffold_57-abinit-gene-0.7-mRNA-1 protein AED_0.46 eAED_0.48 QI_0|0|0|0.22|1|1|9|0|481	Cvulgaris_maker_Scaffold_10-snap-gene-0.52-mRNA-1 protein AED_0.26 eAED_0.29 QI_0|0|0|0.5|0|0|4|0|873
OG0000007	Cvulgaris	n8	1.0	Terminal	Cvulgaris_snap_masked_Scaffold_567-abinit-gene-0.18-mRNA-1 protein AED_0.42 eAED_0.43 QI_0|-1|0|1|-1|1|1|0|165	Cvulgaris_genemark_Scaffold_693-abinit-gene-0.20-mRNA-1 protein AED_0.42 eAED_0.42 QI_0|0|0|0.5|1|1|8|0|351, Cvulgaris_maker_Scaffold_1512-snap-gene-0.102-mRNA-1 protein AED_0.16 eAED_0.21 QI_0|0|0|0.66|1|1|3|0|559, Cvulgaris_genemark_Scaffold_532-abinit-gene-0.14-mRNA-1 protein AED_0.44 eAED_0.48 QI_0|0|0|0.57|1|1|7|0|420, Cvulgaris_genemark_Scaffold_111-abinit-gene-0.14-mRNA-1 protein AED_0.78 eAED_0.78 QI_0|0|0|0.28|1|1|7|0|505, Cvulgaris_genemark_Scaffold_111-abinit-gene-0.9-mRNA-1 protein AED_0.62 eAED_0.63 QI_0|0|0|0.42|1|1|7|0|495, Cvulgaris_genemark_Scaffold_101-abinit-gene-0.6-mRNA-1 protein AED_0.49 eAED_0.50 QI_0|0|0|0.5|1|1|4|0|253, Cvulgaris_genemark_Scaffold_1695-abinit-gene-0.4-mRNA-1 protein AED_0.20 eAED_0.22 QI_0|0|0|0.55|1|1|9|0|993
OG0000007	Cvulgaris	n9	1.0	Terminal	Cvulgaris_genemark_Scaffold_693-abinit-gene-0.20-mRNA-1 protein AED_0.42 eAED_0.42 QI_0|0|0|0.5|1|1|8|0|351	Cvulgaris_maker_Scaffold_1512-snap-gene-0.102-mRNA-1 protein AED_0.16 eAED_0.21 QI_0|0|0|0.66|1|1|3|0|559, Cvulgaris_genemark_Scaffold_532-abinit-gene-0.14-mRNA-1 protein AED_0.44 eAED_0.48 QI_0|0|0|0.57|1|1|7|0|420, Cvulgaris_genemark_Scaffold_111-abinit-gene-0.14-mRNA-1 protein AED_0.78 eAED_0.78 QI_0|0|0|0.28|1|1|7|0|505, Cvulgaris_genemark_Scaffold_111-abinit-gene-0.9-mRNA-1 protein AED_0.62 eAED_0.63 QI_0|0|0|0.42|1|1|7|0|495, Cvulgaris_genemark_Scaffold_101-abinit-gene-0.6-mRNA-1 protein AED_0.49 eAED_0.50 QI_0|0|0|0.5|1|1|4|0|253, Cvulgaris_genemark_Scaffold_1695-abinit-gene-0.4-mRNA-1 protein AED_0.20 eAED_0.22 QI_0|0|0|0.55|1|1|9|0|993
OG0000007	Cvulgaris	n10	1.0	Terminal	Cvulgaris_maker_Scaffold_1512-snap-gene-0.102-mRNA-1 protein AED_0.16 eAED_0.21 QI_0|0|0|0.66|1|1|3|0|559, Cvulgaris_genemark_Scaffold_532-abinit-gene-0.14-mRNA-1 protein AED_0.44 eAED_0.48 QI_0|0|0|0.57|1|1|7|0|420	Cvulgaris_genemark_Scaffold_111-abinit-gene-0.14-mRNA-1 protein AED_0.78 eAED_0.78 QI_0|0|0|0.28|1|1|7|0|505, Cvulgaris_genemark_Scaffold_111-abinit-gene-0.9-mRNA-1 protein AED_0.62 eAED_0.63 QI_0|0|0|0.42|1|1|7|0|495, Cvulgaris_genemark_Scaffold_101-abinit-gene-0.6-mRNA-1 protein AED_0.49 eAED_0.50 QI_0|0|0|0.5|1|1|4|0|253, Cvulgaris_genemark_Scaffold_1695-abinit-gene-0.4-mRNA-1 protein AED_0.20 eAED_0.22 QI_0|0|0|0.55|1|1|9|0|993
OG0000007	Cvulgaris	n11	1.0	Terminal	Cvulgaris_maker_Scaffold_1512-snap-gene-0.102-mRNA-1 protein AED_0.16 eAED_0.21 QI_0|0|0|0.66|1|1|3|0|559	Cvulgaris_genemark_Scaffold_532-abinit-gene-0.14-mRNA-1 protein AED_0.44 eAED_0.48 QI_0|0|0|0.57|1|1|7|0|420
OG0000007	Cvulgaris	n12	1.0	Terminal	Cvulgaris_genemark_Scaffold_111-abinit-gene-0.14-mRNA-1 protein AED_0.78 eAED_0.78 QI_0|0|0|0.28|1|1|7|0|505, Cvulgaris_genemark_Scaffold_111-abinit-gene-0.9-mRNA-1 protein AED_0.62 eAED_0.63 QI_0|0|0|0.42|1|1|7|0|495	Cvulgaris_genemark_Scaffold_101-abinit-gene-0.6-mRNA-1 protein AED_0.49 eAED_0.50 QI_0|0|0|0.5|1|1|4|0|253, Cvulgaris_genemark_Scaffold_1695-abinit-gene-0.4-mRNA-1 protein AED_0.20 eAED_0.22 QI_0|0|0|0.55|1|1|9|0|993
OG0000007	Cvulgaris	n13	1.0	Terminal	Cvulgaris_genemark_Scaffold_111-abinit-gene-0.14-mRNA-1 protein AED_0.78 eAED_0.78 QI_0|0|0|0.28|1|1|7|0|505	Cvulgaris_genemark_Scaffold_111-abinit-gene-0.9-mRNA-1 protein AED_0.62 eAED_0.63 QI_0|0|0|0.42|1|1|7|0|495
OG0000007	Cvulgaris	n14	1.0	Terminal	Cvulgaris_genemark_Scaffold_101-abinit-gene-0.6-mRNA-1 protein AED_0.49 eAED_0.50 QI_0|0|0|0.5|1|1|4|0|253	Cvulgaris_genemark_Scaffold_1695-abinit-gene-0.4-mRNA-1 protein AED_0.20 eAED_0.22 QI_0|0|0|0.55|1|1|9|0|993
OG0000008	creidhartii	n1	1.0	Terminal	creidhartii_CRv4_Au5_s7_g14030_t1	creidhartii_CRv4_Au5_s2_g9501_t1, creidhartii_CRv4_Au5_s1_g1547_t1, creidhartii_CRv4_Au5_s8_g14812_t1, creidhartii_CRv4_Au5_s10_g152_t1, creidhartii_CRv4_Au5_s6_g12451_t1, creidhartii_CRv4_Au5_s17_g7903_t1, creidhartii_CRv4_Au5_s12_g3662_t1, creidhartii_CRv4_Au5_s17_g7714_t1, creidhartii_CRv4_Au5_s10_g573_t1, creidhartii_CRv4_Au5_s50_g11941_t1, creidhartii_CRv4_Au5_s2_g9542_t1, creidhartii_CRv4_Au5_s2_g8663_t1, creidhartii_CRv4_Au5_s6_g13580_t1
OG0000008	creidhartii	n2	1.0	Terminal	creidhartii_CRv4_Au5_s2_g9501_t1	creidhartii_CRv4_Au5_s1_g1547_t1, creidhartii_CRv4_Au5_s8_g14812_t1, creidhartii_CRv4_Au5_s10_g152_t1, creidhartii_CRv4_Au5_s6_g12451_t1, creidhartii_CRv4_Au5_s17_g7903_t1, creidhartii_CRv4_Au5_s12_g3662_t1, creidhartii_CRv4_Au5_s17_g7714_t1, creidhartii_CRv4_Au5_s10_g573_t1, creidhartii_CRv4_Au5_s50_g11941_t1, creidhartii_CRv4_Au5_s2_g9542_t1, creidhartii_CRv4_Au5_s2_g8663_t1, creidhartii_CRv4_Au5_s6_g13580_t1
OG0000008	creidhartii	n3	1.0	Terminal	creidhartii_CRv4_Au5_s1_g1547_t1, creidhartii_CRv4_Au5_s8_g14812_t1, creidhartii_CRv4_Au5_s10_g152_t1, creidhartii_CRv4_Au5_s6_g12451_t1, creidhartii_CRv4_Au5_s17_g7903_t1	creidhartii_CRv4_Au5_s12_g3662_t1, creidhartii_CRv4_Au5_s17_g7714_t1, creidhartii_CRv4_Au5_s10_g573_t1, creidhartii_CRv4_Au5_s50_g11941_t1, creidhartii_CRv4_Au5_s2_g9542_t1, creidhartii_CRv4_Au5_s2_g8663_t1, creidhartii_CRv4_Au5_s6_g13580_t1
OG0000008	creidhartii	n4	1.0	Terminal	creidhartii_CRv4_Au5_s1_g1547_t1, creidhartii_CRv4_Au5_s8_g14812_t1, creidhartii_CRv4_Au5_s10_g152_t1, creidhartii_CRv4_Au5_s6_g12451_t1	creidhartii_CRv4_Au5_s17_g7903_t1
OG0000008	creidhartii	n5	1.0	Terminal	creidhartii_CRv4_Au5_s1_g1547_t1, creidhartii_CRv4_Au5_s8_g14812_t1, creidhartii_CRv4_Au5_s10_g152_t1	creidhartii_CRv4_Au5_s6_g12451_t1
OG0000008	creidhartii	n6	1.0	Terminal	creidhartii_CRv4_Au5_s1_g1547_t1, creidhartii_CRv4_Au5_s8_g14812_t1	creidhartii_CRv4_Au5_s10_g152_t1
OG0000008	creidhartii	n7	1.0	Terminal	creidhartii_CRv4_Au5_s1_g1547_t1	creidhartii_CRv4_Au5_s8_g14812_t1
OG0000008	creidhartii	n8	1.0	Terminal	creidhartii_CRv4_Au5_s12_g3662_t1, creidhartii_CRv4_Au5_s17_g7714_t1, creidhartii_CRv4_Au5_s10_g573_t1, creidhartii_CRv4_Au5_s50_g11941_t1	creidhartii_CRv4_Au5_s2_g9542_t1, creidhartii_CRv4_Au5_s2_g8663_t1, creidhartii_CRv4_Au5_s6_g13580_t1
OG0000008	creidhartii	n9	1.0	Terminal	creidhartii_CRv4_Au5_s12_g3662_t1	creidhartii_CRv4_Au5_s17_g7714_t1, creidhartii_CRv4_Au5_s10_g573_t1, creidhartii_CRv4_Au5_s50_g11941_t1
OG0000008	creidhartii	n10	1.0	Terminal	creidhartii_CRv4_Au5_s17_g7714_t1, creidhartii_CRv4_Au5_s10_g573_t1	creidhartii_CRv4_Au5_s50_g11941_t1
OG0000008	creidhartii	n11	1.0	Terminal	creidhartii_CRv4_Au5_s17_g7714_t1	creidhartii_CRv4_Au5_s10_g573_t1
OG0000008	creidhartii	n12	1.0	Terminal	creidhartii_CRv4_Au5_s2_g9542_t1	creidhartii_CRv4_Au5_s2_g8663_t1, creidhartii_CRv4_Au5_s6_g13580_t1
OG0000008	creidhartii	n13	1.0	Terminal	creidhartii_CRv4_Au5_s2_g8663_t1	creidhartii_CRv4_Au5_s6_g13580_t1
OG0000009	N0	n0	1.0	Non-Terminal	creidhartii_CRv4_Au5_s12_g3310_t1, Cvulgaris_genemark_Scaffold_436-abinit-gene-0.18-mRNA-1 protein AED_0.57 eAED_0.73 QI_0|0|0|0.75|1|1|4|0|192	creidhartii_CRv4_Au5_s12_g3421_t1, Cvulgaris_maker_Scaffold_1039-augustus-gene-0.13-mRNA-1 protein AED_0.24 eAED_0.26 QI_0|0|0|1|1|1|4|0|471, Cvulgaris_augustus_masked_Scaffold_327-abinit-gene-0.10-mRNA-1 protein AED_0.13 eAED_0.14 QI_0|0|0|1|1|1|4|0|635, Cvulgaris_maker_Scaffold_885-augustus-gene-0.71-mRNA-1 protein AED_0.31 eAED_0.31 QI_0|0|0|0.77|1|1|9|0|712, Cvulgaris_maker_Scaffold_436-snap-gene-0.78-mRNA-1 protein AED_0.27 eAED_0.28 QI_0|0.89|0.8|1|0.78|0.9|20|0|787, Cvulgaris_genemark_Scaffold_436-abinit-gene-0.12-mRNA-1 protein AED_0.80 eAED_0.82 QI_0|0|0|0.22|1|1|18|0|883, Cvulgaris_maker_Scaffold_992-snap-gene-0.162-mRNA-1 protein AED_0.26 eAED_0.28 QI_0|0.63|0.5|0.85|0.52|0.5|20|0|1289, Cvulgaris_genemark_Scaffold_1893-abinit-gene-0.5-mRNA-1 protein AED_0.26 eAED_0.32 QI_0|0|0|0.55|1|0.9|20|0|1154, Cvulgaris_maker_Scaffold_1051-augustus-gene-0.96-mRNA-1 protein AED_0.25 eAED_0.27 QI_0|0.1|0.18|0.81|1|1|11|0|682, Cvulgaris_maker_Scaffold_1526-augustus-gene-0.68-mRNA-1 protein AED_0.35 eAED_0.37 QI_0|0.62|0.44|0.88|0.87|0.55|9|0|537, Cvulgaris_maker_Scaffold_225-augustus-gene-0.189-mRNA-1 protein AED_0.48 eAED_0.48 QI_0|0.4|0.36|0.63|1|1|11|0|476, Cvulgaris_maker_Scaffold_807-snap-gene-0.116-mRNA-1 protein AED_0.48 eAED_0.49 QI_0|0|0|0.6|0.25|0|5|0|548
