Orthogroup	Tgondii	Pfalciparum
OG0000409	TGME49_313110	PF3D7_0314500
OG0000410	TGME49_249720	PF3D7_0705900
OG0000411	TGME49_273560	PF3D7_1211000
OG0000412	TGME49_261560	PF3D7_1206500
OG0000413	TGME49_318340	PF3D7_1319500
OG0000414	TGME49_224935	PF3D7_0214800
OG0000415	TGME49_310210	PF3D7_0305300
OG0000416	TGME49_295040	PF3D7_0815200
OG0000417	TGME49_319860	PF3D7_0630300
OG0000418	TGME49_225240	PF3D7_0214200
OG0000419	TGME49_210230	PF3D7_1228500
OG0000420	TGME49_235402	PF3D7_1120300
OG0000421	TGME49_294770	PF3D7_1456700
OG0000422	TGME49_202450	PF3D7_1231700
OG0000423	TGME49_208440	PF3D7_0934300
OG0000424	TGME49_239500	PF3D7_1353800
OG0000425	TGME49_211410	PF3D7_0907600
OG0000426	TGME49_289750	PF3D7_1365900
OG0000427	TGME49_213890	PF3D7_0628600
OG0000428	TGME49_270220	PF3D7_1247300
OG0000429	TGME49_207020	PF3D7_1204700
OG0000430	TGME49_260610	PF3D7_0522300
OG0000431	TGME49_250750	PF3D7_1133800
OG0000432	TGME49_261030	PF3D7_1139700
OG0000433	TGME49_266990	PF3D7_1429800
OG0000434	TGME49_213910	PF3D7_1447700
OG0000435	TGME49_267600	PF3D7_1133700
OG0000436	TGME49_262825	PF3D7_0809600
OG0000437	TGME49_215230	PF3D7_0728900
OG0000438	TGME49_243950	PF3D7_0829200
OG0000439	TGME49_254050	PF3D7_1459300
OG0000440	TGME49_203080	PF3D7_1360100
OG0000441	TGME49_201220	PF3D7_0517900
OG0000442	TGME49_281480	PF3D7_1121400
OG0000443	TGME49_273090	PF3D7_0619400
OG0000444	TGME49_246550	PF3D7_1430200
OG0000445	TGME49_285800	PF3D7_0209600
OG0000446	TGME49_260370	PF3D7_0205800
OG0000447	TGME49_262890	PF3D7_1365600
OG0000448	TGME49_203280	PF3D7_1244700
OG0000449	TGME49_258590	PF3D7_0723700
OG0000450	TGME49_272670	PF3D7_1337000
OG0000451	TGME49_245620	PF3D7_1402500
OG0000452	TGME49_286530	PF3D7_1362000
OG0000453	TGME49_207790	PF3D7_1466600
OG0000454	TGME49_218550	PF3D7_0311400
OG0000455	TGME49_214790	PF3D7_1434800
OG0000456	TGME49_203362	PF3D7_1107500
OG0000457	TGME49_316400	PF3D7_0422300
OG0000458	TGME49_313670	PF3D7_1455500
OG0000459	TGME49_307800	PF3D7_1431800
OG0000460	TGME49_232720	PF3D7_0611900
OG0000461	TGME49_205340	PF3D7_0307100
OG0000462	TGME49_213730	PF3D7_0525400
OG0000463	TGME49_217350	PF3D7_0729500
OG0000464	TGME49_313970	PF3D7_0503900
OG0000465	TGME49_229490	PF3D7_1111800
OG0000466	TGME49_261410	PF3D7_1411300
OG0000467	TGME49_214620	PF3D7_1445000
OG0000468	TGME49_319930	PF3D7_0418100
OG0000469	TGME49_310360	PF3D7_0719100
OG0000470	TGME49_240670	PF3D7_1214600
OG0000471	TGME49_316180	PF3D7_1111200
OG0000472	TGME49_249560	PF3D7_1307600
OG0000473	TGME49_254420	PF3D7_0209100
OG0000474	TGME49_262940	PF3D7_0311700
OG0000475	TGME49_310860	PF3D7_0822800
OG0000476	TGME49_270270	PF3D7_0405600
OG0000477	TGME49_275830	PF3D7_1362500
OG0000478	TGME49_247410	PF3D7_0825400
OG0000479	TGME49_216260	PF3D7_1326400
OG0000480	TGME49_235540	PF3D7_1010600
OG0000481	TGME49_222230	PF3D7_0505000
OG0000482	TGME49_221522	PF3D7_1134800
OG0000483	TGME49_270540	PF3D7_1407500
OG0000484	TGME49_313230	PF3D7_0728000
OG0000485	TGME49_233820	PF3D7_0308000
OG0000486	TGME49_280700	PF3D7_0405700
OG0000487	TGME49_275350	PF3D7_1473100
OG0000488	TGME49_248450	PF3D7_0312100
OG0000489	TGME49_237250	PF3D7_1314500
OG0000490	TGME49_301400	PF3D7_0602000
OG0000491	TGME49_306470	PF3D7_1236800
OG0000492	TGME49_291850	PF3D7_0219200
OG0000493	TGME49_297840	PF3D7_0910900
OG0000494	TGME49_313820	PF3D7_0723500
OG0000495	TGME49_203358	PF3D7_1326700
OG0000496	TGME49_250330	PF3D7_1120600
OG0000497	TGME49_314240	PF3D7_0609900
OG0000498	TGME49_217030	PF3D7_1215600
OG0000499	TGME49_250890	PF3D7_0105900
OG0000500	TGME49_256025	PF3D7_0929500
OG0000501	TGME49_233170	PF3D7_0934200
OG0000502	TGME49_242625	PF3D7_1434500
OG0000503	TGME49_280420	PF3D7_0521100
OG0000504	TGME49_207390	PF3D7_1119500
OG0000505	TGME49_239670	PF3D7_1146800
OG0000506	TGME49_267710	PF3D7_0317700
OG0000507	TGME49_200310	PF3D7_1003100
OG0000508	TGME49_275810	PF3D7_0719700
OG0000509	TGME49_288570	PF3D7_0828300
OG0000510	TGME49_295310	PF3D7_0109400
OG0000511	TGME49_306020	PF3D7_1343800
OG0000512	TGME49_291320	PF3D7_1004700
OG0000513	TGME49_232290	PF3D7_1466000
OG0000514	TGME49_254440	PF3D7_0517000
OG0000515	TGME49_227800	PF3D7_1025000
OG0000516	TGME49_314770	PF3D7_1119100
OG0000517	TGME49_215510	PF3D7_1236700
OG0000518	TGME49_216030	PF3D7_1307700
OG0000519	TGME49_305190	PF3D7_1427600
OG0000520	TGME49_277700	PF3D7_1447300
OG0000521	TGME49_241870	PF3D7_1357200
OG0000522	TGME49_286800	PF3D7_0630600
OG0000523	TGME49_214820	PF3D7_1454000
OG0000524	TGME49_230050	PF3D7_1245400
OG0000525	TGME49_209970	PF3D7_1443600
OG0000526	TGME49_310140	PF3D7_1338000
OG0000527	TGME49_220150	PF3D7_1404400
OG0000528	TGME49_315110	PF3D7_1128100
OG0000529	TGME49_211870	PF3D7_0613400
OG0000530	TGME49_236820	PF3D7_1336100
OG0000531	TGME49_309580	PF3D7_1104800
OG0000532	TGME49_289960	PF3D7_1450800
OG0000533	TGME49_251670	PF3D7_1112600
OG0000534	TGME49_267480	PF3D7_1319300
OG0000535	TGME49_257800	PF3D7_1232900
OG0000536	TGME49_226740	PF3D7_1028200
OG0000537	TGME49_297245	PF3D7_0210300
OG0000538	TGME49_260180	PF3D7_0107400
OG0000539	TGME49_318290	PF3D7_0812200
OG0000540	TGME49_273905	PF3D7_0410600
OG0000541	TGME49_230940	PF3D7_1036900
OG0000542	TGME49_246460	PF3D7_1430000
OG0000543	TGME49_254900	PF3D7_1470900
OG0000544	TGME49_242850	PF3D7_0612000
OG0000545	TGME49_245450	PF3D7_0620100
OG0000546	TGME49_305910	PF3D7_1206400
OG0000547	TGME49_211480	PF3D7_1217300
OG0000548	TGME49_318490	PF3D7_1332500
OG0000549	TGME49_215750	PF3D7_1204600
OG0000550	TGME49_306310	PF3D7_0414000
OG0000551	TGME49_226280	PF3D7_1456600
OG0000552	TGME49_232520	PF3D7_1028400
OG0000553	TGME49_268685	PF3D7_1339500
OG0000554	TGME49_235398	PF3D7_1024700
OG0000555	TGME49_275310	PF3D7_1243100
OG0000556	TGME49_220320	PF3D7_0423200
OG0000557	TGME49_290950	PF3D7_1219100
OG0000558	TGME49_305060	PF3D7_0906910
OG0000559	TGME49_228710	PF3D7_1009200
OG0000560	TGME49_285170	PF3D7_1246500
OG0000561	TGME49_274120	PF3D7_0213800
OG0000562	TGME49_219550	PF3D7_1320800
OG0000563	TGME49_257740	PF3D7_0111500
OG0000564	TGME49_305920	PF3D7_0614800
OG0000565	TGME49_301270	PF3D7_0926300
OG0000566	TGME49_233230	PF3D7_1406000
OG0000567	TGME49_237570	PF3D7_1439700
OG0000568	TGME49_299030	PF3D7_0623400
OG0000569	TGME49_254750	PF3D7_0714100
OG0000570	TGME49_258740	PF3D7_1438000
OG0000571	TGME49_244430	PF3D7_1227900
OG0000572	TGME49_226060	PF3D7_0629500
OG0000573	TGME49_217490	PF3D7_1239400
OG0000574	TGME49_285520	PF3D7_1202500
OG0000575	TGME49_244515	PF3D7_1327100
OG0000576	TGME49_231590	PF3D7_0933200
OG0000577	TGME49_301450	PF3D7_0529000
OG0000578	TGME49_220570	PF3D7_0316900
OG0000579	TGME49_239540	PF3D7_0719500
OG0000580	TGME49_253950	PF3D7_0530600
OG0000581	TGME49_238170	PF3D7_1003400
OG0000582	TGME49_209100	PF3D7_1304400
OG0000583	TGME49_270770	PF3D7_0610200
OG0000584	TGME49_308580	PF3D7_1414900
OG0000585	TGME49_257090	PF3D7_1426100
OG0000586	TGME49_227860	PF3D7_0728300
OG0000587	TGME49_218200	PF3D7_0517500
OG0000588	TGME49_269780	PF3D7_1359800
OG0000589	TGME49_239720	PF3D7_1223900
OG0000590	TGME49_239100	PF3D7_1302800
OG0000591	TGME49_310850	PF3D7_0602200
OG0000592	TGME49_208340	PF3D7_1141300
OG0000593	TGME49_234420	PF3D7_0707400
OG0000594	TGME49_254380	PF3D7_1110600
OG0000595	TGME49_319500	PF3D7_0216800
OG0000596	TGME49_228320	PF3D7_1241300
OG0000597	TGME49_278720	PF3D7_1121500
OG0000598	TGME49_300140	PF3D7_1338300
OG0000599	TGME49_226980	PF3D7_0618200
OG0000600	TGME49_310750	PF3D7_0422100
OG0000601	TGME49_209450	PF3D7_1344100
OG0000602	TGME49_206480	PF3D7_0213200
OG0000603	TGME49_272740	PF3D7_1206600
OG0000604	TGME49_294710	PF3D7_0606100
OG0000605	TGME49_273830	PF3D7_0111700
OG0000606	TGME49_285500	PF3D7_1142300
OG0000607	TGME49_297800	PF3D7_1318400
OG0000608	TGME49_310500	PF3D7_1134400
OG0000609	TGME49_229420	PF3D7_1311700
OG0000610	TGME49_310200	PF3D7_0915300
OG0000611	TGME49_206550	PF3D7_1444100
OG0000612	TGME49_306650	PF3D7_1346600
OG0000613	TGME49_217900	PF3D7_1449800
OG0000614	TGME49_306520	PF3D7_1018000
OG0000615	TGME49_245460	PF3D7_1408600
OG0000616	TGME49_285970	PF3D7_0713600
OG0000617	TGME49_288710	PF3D7_1234000
OG0000618	TGME49_293670	PF3D7_0714500
OG0000619	TGME49_257440	PF3D7_0708900
OG0000620	TGME49_253430	PF3D7_0309500
OG0000621	TGME49_295050	PF3D7_0934000
OG0000622	TGME49_208590	PF3D7_1306600
OG0000623	TGME49_253290	PF3D7_1461900
OG0000624	TGME49_252465	PF3D7_1406900
OG0000625	TGME49_255310	PF3D7_0927200
OG0000626	TGME49_306530	PF3D7_0203200
OG0000627	TGME49_226590	PF3D7_1361700
OG0000628	TGME49_231070	PF3D7_0926100
OG0000629	TGME49_262480	PF3D7_1020100
OG0000630	TGME49_272600	PF3D7_1246300
OG0000631	TGME49_227910	PF3D7_0306000
OG0000632	TGME49_215430	PF3D7_1105800
OG0000633	TGME49_286790	PF3D7_1314700
OG0000634	TGME49_227870	PF3D7_0502900
OG0000635	TGME49_236520	PF3D7_1460200
OG0000636	TGME49_250740	PF3D7_1146900
OG0000637	TGME49_215130	PF3D7_1250500
OG0000638	TGME49_254850	PF3D7_0603900
OG0000639	TGME49_226270	PF3D7_1007000
OG0000640	TGME49_284180	PF3D7_1030300
OG0000641	TGME49_268870	PF3D7_0621100
OG0000642	TGME49_265020	PF3D7_1368900
OG0000643	TGME49_267340	PF3D7_1007600
OG0000644	TGME49_224190	PF3D7_1223400
OG0000645	TGME49_263550	PF3D7_0315500
OG0000646	TGME49_242880	PF3D7_0816100
OG0000647	TGME49_220300	PF3D7_1429100
OG0000648	TGME49_251630	PF3D7_0715900
OG0000649	TGME49_249480	PF3D7_1420200
OG0000650	TGME49_231910	PF3D7_1311300
OG0000651	TGME49_260270	PF3D7_1135600
OG0000652	TGME49_265390	PF3D7_1330500
OG0000653	TGME49_282150	PF3D7_1229600
OG0000654	TGME49_213420	PF3D7_1114400
OG0000655	TGME49_304650	PF3D7_1430300
OG0000656	TGME49_246540	PF3D7_1462700
OG0000657	TGME49_305480	PF3D7_1227800
OG0000658	TGME49_268750	PF3D7_1320900
OG0000659	TGME49_203030	PF3D7_1248500
OG0000660	TGME49_315810	PF3D7_1120500
OG0000661	TGME49_214300	PF3D7_0904300
OG0000662	TGME49_278040	PF3D7_1110300
OG0000663	TGME49_255240	PF3D7_1403100
OG0000664	TGME49_240740	PF3D7_0613700
OG0000665	TGME49_235980	PF3D7_0303800
OG0000666	TGME49_232510	PF3D7_0521300
OG0000667	TGME49_248790	PF3D7_1452900
OG0000668	TGME49_225510	PF3D7_0815100
OG0000669	TGME49_282070	PF3D7_0515400
OG0000670	TGME49_285670	PF3D7_1349700
OG0000671	TGME49_271625	PF3D7_1216000
OG0000672	TGME49_253360	PF3D7_1407200
OG0000673	TGME49_243490	PF3D7_0603200
OG0000674	TGME49_301350	PF3D7_1365700
OG0000675	TGME49_251480	PF3D7_0721300
OG0000676	TGME49_257020	PF3D7_0501900
OG0000677	TGME49_273140	PF3D7_0622200
OG0000678	TGME49_293170	PF3D7_1447800
OG0000679	TGME49_255200	PF3D7_1215800
OG0000680	TGME49_211220	PF3D7_1334100
OG0000681	TGME49_225020	PF3D7_1446100
OG0000682	TGME49_237020	PF3D7_1337300
OG0000683	TGME49_312140	PF3D7_0604300
OG0000684	TGME49_306950	PF3D7_1355200
OG0000685	TGME49_216450	PF3D7_0317000
OG0000686	TGME49_262910	PF3D7_1367500
OG0000687	TGME49_214340	PF3D7_1007400
OG0000688	TGME49_274150	PF3D7_0316400
OG0000689	TGME49_294310	PF3D7_0512100
OG0000690	TGME49_265780	PF3D7_0103400
OG0000691	TGME49_230170	PF3D7_1455700
OG0000692	TGME49_242890	PF3D7_0812100
OG0000693	TGME49_299990	PF3D7_1429000
OG0000694	TGME49_262390	PF3D7_0919800
OG0000695	TGME49_244320	PF3D7_1309100
OG0000696	TGME49_217580	PF3D7_1421400
OG0000697	TGME49_290030	PF3D7_1360000
OG0000698	TGME49_234550	PF3D7_1460300
OG0000699	TGME49_273100	PF3D7_0824100
OG0000700	TGME49_286410	PF3D7_0621700
OG0000701	TGME49_288060	PF3D7_1021000
OG0000702	TGME49_310930	PF3D7_0619700
OG0000703	TGME49_261230	PF3D7_0627100
OG0000704	TGME49_245660	PF3D7_1414100
OG0000705	TGME49_234490	PF3D7_1018600
OG0000706	TGME49_240870	PF3D7_0528100
OG0000707	TGME49_264990	PF3D7_1435200
OG0000708	TGME49_300030	PF3D7_1409700
OG0000709	TGME49_250810	PF3D7_1124900
OG0000710	TGME49_213752	PF3D7_1405300
OG0000711	TGME49_222340	PF3D7_1111000
OG0000712	TGME49_312310	PF3D7_0407900
OG0000713	TGME49_273630	PF3D7_1356700
OG0000714	TGME49_254070	PF3D7_1318000
OG0000715	TGME49_214350	PF3D7_0722400
OG0000716	TGME49_289490	PF3D7_1208900
OG0000717	TGME49_273040	PF3D7_0904200
OG0000718	TGME49_291860	PF3D7_1309400
OG0000719	TGME49_245650	PF3D7_0723600
OG0000720	TGME49_259010	PF3D7_1464700
OG0000721	TGME49_248490	PF3D7_0312000
OG0000722	TGME49_321360	PF3D7_0823200
OG0000723	TGME49_254810	PF3D7_1221500
OG0000724	TGME49_311160	PF3D7_0311100
OG0000725	TGME49_262620	PF3D7_1006800
OG0000726	TGME49_209710	PF3D7_0503000
OG0000727	TGME49_209290	PF3D7_1461300
OG0000728	TGME49_249970	PF3D7_0414600
OG0000729	TGME49_235450	PF3D7_1356300
OG0000730	TGME49_318742	PF3D7_1461100
OG0000731	TGME49_223950	PF3D7_0917500
OG0000732	TGME49_270790	PF3D7_0416200
OG0000733	TGME49_246040	PF3D7_0925800
OG0000734	TGME49_294960	PF3D7_1236300
OG0000735	TGME49_248460	PF3D7_0819600
OG0000736	TGME49_243410	PF3D7_1212400
OG0000737	TGME49_260470	PF3D7_1455600
OG0000738	TGME49_209550	PF3D7_1315200
OG0000739	TGME49_309040	PF3D7_0927600
OG0000740	TGME49_226900	PF3D7_1329600
OG0000741	TGME49_242000	PF3D7_1333400
OG0000742	TGME49_242840	PF3D7_1339400
OG0000743	TGME49_294420	PF3D7_0716200
OG0000744	TGME49_202120	PF3D7_1320700
OG0000745	TGME49_264760	PF3D7_1131800
OG0000746	TGME49_293310	PF3D7_1474100
OG0000747	TGME49_289570	PF3D7_1351000
OG0000748	TGME49_269830	PF3D7_1024600
OG0000749	TGME49_200330	PF3D7_1337700
OG0000750	TGME49_254930	PF3D7_1446300
OG0000751	TGME49_263870	PF3D7_1349200
OG0000752	TGME49_266630	PF3D7_0723100
OG0000753	TGME49_255470	PF3D7_1113500
OG0000754	TGME49_253320	PF3D7_0824500
OG0000755	TGME49_291030	PF3D7_1007300
OG0000756	TGME49_290005	PF3D7_0518300
OG0000757	TGME49_306930	PF3D7_1328100
OG0000758	TGME49_265850	PF3D7_0926500
OG0000759	TGME49_311920	PF3D7_0803600
OG0000760	TGME49_275700	PF3D7_0827400
OG0000761	TGME49_212960	PF3D7_1230800
OG0000762	TGME49_286750	PF3D7_1457300
OG0000763	TGME49_242780	PF3D7_1349500
OG0000764	TGME49_301222	PF3D7_1432600
OG0000765	TGME49_290940	PF3D7_1021400
OG0000766	TGME49_216970	PF3D7_1251200
OG0000767	TGME49_306290	PF3D7_1329000
OG0000768	TGME49_280710	PF3D7_0803800
OG0000769	TGME49_202572	PF3D7_0311600
OG0000770	TGME49_249650	PF3D7_1459700
OG0000771	TGME49_246050	PF3D7_1122000
OG0000772	TGME49_260340	PF3D7_1420300
OG0000773	TGME49_233153	PF3D7_1144400
OG0000774	TGME49_254090	PF3D7_1428700
OG0000775	TGME49_226840	PF3D7_1122200
OG0000776	TGME49_264010	PF3D7_0818000
OG0000777	TGME49_255900	PF3D7_1459800
OG0000778	TGME49_219770	PF3D7_0412100
OG0000779	TGME49_242320	PF3D7_1440400
OG0000780	TGME49_227650	PF3D7_0307300
OG0000781	TGME49_263400	PF3D7_0521500
OG0000782	TGME49_257110	PF3D7_1441700
OG0000783	TGME49_255940	PF3D7_1217800
OG0000784	TGME49_209680	PF3D7_0710100
OG0000785	TGME49_289800	PF3D7_1333300
OG0000786	TGME49_286070	PF3D7_0825600
OG0000787	TGME49_219300	PF3D7_0408300
OG0000788	TGME49_297430	PF3D7_0519700
OG0000789	TGME49_268710	PF3D7_1348300
OG0000790	TGME49_217880	PF3D7_1415300
OG0000791	TGME49_273280	PF3D7_1430500
OG0000792	TGME49_263420	PF3D7_0516700
OG0000793	TGME49_301410	PF3D7_1459600
OG0000794	TGME49_216430	PF3D7_1230000
OG0000795	TGME49_270370	PF3D7_1118100
OG0000796	TGME49_311690	PF3D7_1217900
OG0000797	TGME49_290020	PF3D7_0605500
OG0000798	TGME49_202880	PF3D7_0811100
OG0000799	TGME49_277840	PF3D7_1348100
OG0000800	TGME49_254020	PF3D7_1426300
OG0000801	TGME49_277510	PF3D7_1020300
OG0000802	TGME49_277940	PF3D7_0723800
OG0000803	TGME49_202460	PF3D7_1471400
OG0000804	TGME49_221570	PF3D7_0720100
OG0000805	TGME49_295070	PF3D7_1302700
OG0000806	TGME49_239930	PF3D7_1138600
OG0000807	TGME49_213100	PF3D7_0313300
OG0000808	TGME49_249360	PF3D7_1306800
OG0000809	TGME49_264178	PF3D7_0626500
OG0000810	TGME49_236780	PF3D7_1012000
OG0000811	TGME49_304470	PF3D7_0409500
OG0000812	TGME49_214780	PF3D7_0520600
OG0000813	TGME49_237010	PF3D7_0105200
OG0000814	TGME49_223130	PF3D7_1130600
OG0000815	TGME49_297730	PF3D7_0914600
OG0000816	TGME49_294830	PF3D7_0530700
OG0000817	TGME49_225840	PF3D7_1215400
OG0000818	TGME49_263630	PF3D7_1025800
OG0000819	TGME49_259850	PF3D7_1135500
OG0000820	TGME49_207620	PF3D7_0720400
OG0000821	TGME49_311060	PF3D7_1239000
OG0000822	TGME49_225250	PF3D7_0519100
OG0000823	TGME49_319880	PF3D7_0511300
OG0000824	TGME49_248120	PF3D7_0611400
OG0000825	TGME49_255910	PF3D7_0416700
OG0000826	TGME49_251570	PF3D7_0913500
OG0000827	TGME49_207400	PF3D7_1015100
OG0000828	TGME49_273070	PF3D7_0804900
OG0000829	TGME49_314090	PF3D7_0108000
OG0000830	TGME49_246720	PF3D7_0611500
OG0000831	TGME49_270900	PF3D7_0111300
OG0000832	TGME49_281370	PF3D7_1015500
OG0000833	TGME49_320010	PF3D7_0813400
OG0000834	TGME49_266870	PF3D7_0516500
OG0000835	TGME49_217440	PF3D7_0502100
OG0000836	TGME49_206560	PF3D7_1444200
OG0000837	TGME49_310490	PF3D7_0618300
OG0000838	TGME49_283710	PF3D7_0508200
OG0000839	TGME49_294230	PF3D7_1147400
OG0000840	TGME49_202530	PF3D7_0102900
OG0000841	TGME49_232440	PF3D7_0617200
OG0000842	TGME49_266770	PF3D7_1338800
OG0000843	TGME49_306980	PF3D7_1030400
OG0000844	TGME49_305820	PF3D7_1238100
OG0000845	TGME49_203870	PF3D7_1472000
OG0000846	TGME49_230690	PF3D7_0303200
OG0000847	TGME49_200400	PF3D7_1356400
OG0000848	TGME49_269330	PF3D7_0513100
OG0000849	TGME49_245630	PF3D7_1112000
OG0000850	TGME49_226550	PF3D7_0904000
OG0000851	TGME49_279320	PF3D7_0422200
OG0000852	TGME49_289640	PF3D7_0301900
OG0000853	TGME49_268620	PF3D7_1207700
OG0000854	TGME49_320050	PF3D7_1424100
OG0000855	TGME49_309400	PF3D7_0525200
OG0000856	TGME49_263670	PF3D7_0908600
OG0000857	TGME49_313290	PF3D7_1461400
OG0000858	TGME49_240700	PF3D7_1132000
OG0000859	TGME49_206580	PF3D7_1219000
OG0000860	TGME49_252320	PF3D7_1445500
OG0000861	TGME49_318720	PF3D7_0919700
OG0000862	TGME49_201830	PF3D7_1123700
OG0000863	TGME49_264020	PF3D7_1124300
OG0000864	TGME49_246800	PF3D7_0321500
OG0000865	TGME49_232710	PF3D7_0322900
OG0000866	TGME49_270740	PF3D7_0722500
OG0000867	TGME49_274140	PF3D7_1132100
OG0000868	TGME49_211230	PF3D7_0828500
OG0000869	TGME49_225720	PF3D7_0715700
OG0000870	TGME49_231370	PF3D7_1358000
OG0000871	TGME49_212725	PF3D7_0929100
OG0000872	TGME49_226068	PF3D7_1413900
OG0000873	TGME49_285990	PF3D7_0614100
OG0000874	TGME49_213940	PF3D7_1234900
OG0000875	TGME49_288040	PF3D7_0423600
OG0000876	TGME49_255510	PF3D7_1021900
OG0000877	TGME49_244360	PF3D7_1420100
OG0000878	TGME49_256920	PF3D7_1412400
OG0000879	TGME49_216390	PF3D7_0525600
OG0000880	TGME49_207440	PF3D7_1105400
OG0000881	TGME49_203840	PF3D7_1106600
OG0000882	TGME49_206500	PF3D7_1226000
OG0000883	TGME49_276970	PF3D7_0728800
OG0000884	TGME49_262540	PF3D7_0715300
OG0000885	TGME49_300020	PF3D7_1464900
OG0000886	TGME49_315150	PF3D7_0111800
OG0000887	TGME49_217020	PF3D7_0521800
OG0000888	TGME49_216040	PF3D7_1310900
OG0000889	TGME49_294640	PF3D7_1437200
OG0000890	TGME49_258060	PF3D7_0927100
OG0000891	TGME49_316760	PF3D7_1115000
OG0000892	TGME49_241820	PF3D7_1214900
OG0000893	TGME49_278500	PF3D7_0105600
OG0000894	TGME49_207200	PF3D7_0924200
OG0000895	TGME49_257790	PF3D7_0506600
OG0000896	TGME49_215370	PF3D7_0809400
OG0000897	TGME49_310118	PF3D7_1445300
OG0000898	TGME49_215550	PF3D7_1458700
OG0000899	TGME49_232300	PF3D7_1465900
OG0000900	TGME49_202250	PF3D7_1205000
OG0000901	TGME49_241150	PF3D7_0309300
OG0000902	TGME49_258150	PF3D7_1353900
OG0000903	TGME49_226660	PF3D7_1366300
OG0000904	TGME49_269200	PF3D7_0403700
OG0000905	TGME49_215100	PF3D7_0411200
OG0000906	TGME49_221980	PF3D7_1402400
OG0000907	TGME49_202840	PF3D7_1344300
OG0000908	TGME49_215730	PF3D7_0807000
OG0000909	TGME49_228400	PF3D7_0704400
OG0000910	TGME49_291820	PF3D7_1005500
OG0000911	TGME49_287200	PF3D7_0612300
OG0000912	TGME49_224090	PF3D7_1240000
OG0000913	TGME49_220100	PF3D7_1325100
OG0000914	TGME49_251840	PF3D7_0813100
OG0000915	TGME49_222660	PF3D7_1140900
OG0000916	TGME49_260430	PF3D7_1402000
OG0000917	TGME49_318580	PF3D7_1012500
OG0000918	TGME49_228120	PF3D7_1448500
OG0000919	TGME49_205070	PF3D7_1416700
OG0000920	TGME49_285720	PF3D7_1201500
OG0000921	TGME49_293340	PF3D7_0419600
OG0000922	TGME49_262090	PF3D7_1115100
OG0000923	TGME49_313870	PF3D7_0209700
OG0000924	TGME49_284560	PF3D7_1323100
OG0000925	TGME49_294190	PF3D7_1017200
OG0000926	TGME49_243510	PF3D7_1141700
OG0000927	TGME49_262160	PF3D7_1314800
OG0000928	TGME49_202690	PF3D7_0110400
OG0000929	TGME49_273410	PF3D7_1117500
OG0000930	TGME49_292160	PF3D7_0926900
OG0000931	TGME49_227840	PF3D7_0417500
OG0000932	TGME49_248950	PF3D7_1368700
OG0000933	TGME49_272270	PF3D7_0524900
OG0000934	TGME49_267875	PF3D7_1403400
OG0000935	TGME49_319690	PF3D7_1034100
OG0000936	TGME49_223880	PF3D7_0728600
OG0000937	TGME49_319680	PF3D7_0922300
OG0000938	TGME49_261480	PF3D7_1366800
OG0000939	TGME49_240380	PF3D7_1313600
OG0000940	TGME49_293600	PF3D7_1034200
OG0000941	TGME49_272180	PF3D7_1455900
OG0000942	TGME49_275568	PF3D7_1330700
OG0000943	TGME49_304910	PF3D7_0916200
OG0000944	TGME49_310040	PF3D7_0305700
OG0000945	TGME49_214180	PF3D7_1245800
OG0000946	TGME49_258700	PF3D7_0916000
OG0000947	TGME49_210840	PF3D7_1218600
OG0000948	TGME49_253600	PF3D7_0817600
OG0000949	TGME49_247380	PF3D7_1029400
OG0000950	TGME49_201200	PF3D7_1419900
OG0000951	TGME49_280690	PF3D7_1234300
OG0000952	TGME49_313150	PF3D7_0209400
OG0000953	TGME49_231030	PF3D7_1011300
OG0000954	TGME49_309790	PF3D7_0502700
OG0000955	TGME49_272510	PF3D7_1033800
OG0000956	TGME49_260810	PF3D7_0525300
OG0000957	TGME49_214090	PF3D7_1202600
OG0000958	TGME49_257960	PF3D7_1420900
OG0000959	TGME49_261500	PF3D7_0728700
OG0000960	TGME49_228470	PF3D7_0415900
OG0000961	TGME49_280550	PF3D7_0415400
OG0000962	TGME49_295010	PF3D7_1332700
OG0000963	TGME49_238400	PF3D7_0705500
OG0000964	TGME49_234450	PF3D7_0316800
OG0000965	TGME49_252430	PF3D7_0911100
OG0000966	TGME49_290850	PF3D7_1311200
OG0000967	TGME49_293580	PF3D7_1416900
OG0000968	TGME49_215470	PF3D7_1441200
OG0000969	TGME49_204480	PF3D7_1108700
OG0000970	TGME49_260870	PF3D7_0302700
OG0000971	TGME49_314295	PF3D7_0406800
OG0000972	TGME49_242010	PF3D7_1244000
OG0000973	TGME49_210430	PF3D7_1142100
OG0000974	TGME49_271290	PF3D7_0624200
OG0000975	TGME49_267430	PF3D7_0919100
OG0000976	TGME49_234220	PF3D7_1018300
OG0000977	TGME49_229670	PF3D7_0306900
OG0000978	TGME49_212150	PF3D7_0615800
OG0000979	TGME49_312630	PF3D7_1361800
OG0000980	TGME49_207040	PF3D7_0817200
OG0000981	TGME49_209200	PF3D7_1221300
OG0000982	TGME49_215020	PF3D7_0105500
OG0000983	TGME49_271100	PF3D7_1207100
OG0000984	TGME49_213072	PF3D7_1034000
OG0000985	TGME49_222390	PF3D7_0622400
OG0000986	TGME49_249030	PF3D7_1238600
OG0000987	TGME49_244650	PF3D7_1206700
OG0000988	TGME49_265420	PF3D7_0914400
OG0000989	TGME49_253800	PF3D7_1429700
OG0000990	TGME49_288750	PF3D7_1012300
