Orthogroup	Pfalciparum	Tgondii	Total
OG0002326	1	1	2
OG0002327	1	1	2
OG0002328	1	1	2
OG0002329	1	1	2
OG0002330	1	1	2
OG0002331	1	1	2
OG0002332	1	1	2
OG0002333	1	1	2
OG0002334	1	1	2
OG0002335	1	1	2
OG0002336	1	1	2
OG0002337	1	1	2
OG0002338	1	1	2
OG0002339	1	1	2
OG0002340	1	1	2
OG0002341	1	1	2
OG0002342	1	1	2
OG0002343	1	1	2
OG0002344	1	1	2
OG0002345	1	1	2
OG0002346	1	1	2
OG0002347	1	1	2
OG0002348	1	1	2
OG0002349	1	1	2
OG0002350	1	1	2
OG0002351	1	1	2
OG0002352	1	1	2
OG0002353	1	1	2
OG0002354	1	1	2
OG0002355	1	1	2
OG0002356	1	1	2
OG0002357	1	1	2
OG0002358	1	1	2
OG0002359	1	1	2
OG0002360	1	1	2
OG0002361	1	1	2
OG0002362	1	1	2
OG0002363	1	1	2
OG0002364	1	1	2
OG0002365	1	1	2
OG0002366	1	1	2
OG0002367	1	1	2
OG0002368	1	1	2
OG0002369	1	1	2
OG0002370	1	1	2
OG0002371	1	1	2
OG0002372	1	1	2
OG0002373	1	1	2
OG0002374	1	1	2
OG0002375	1	1	2
OG0002376	1	1	2
OG0002377	1	1	2
OG0002378	1	1	2
OG0002379	1	1	2
OG0002380	1	1	2
OG0002381	1	1	2
OG0002382	1	1	2
OG0002383	1	1	2
OG0002384	1	1	2
OG0002385	1	1	2
OG0002386	1	1	2
OG0002387	1	1	2
OG0002388	1	1	2
OG0002389	1	1	2
OG0002390	1	1	2
OG0002391	1	1	2
OG0002392	1	1	2
OG0002393	1	1	2
OG0002394	1	1	2
OG0002395	1	1	2
OG0002396	1	1	2
OG0002397	1	1	2
OG0002398	1	1	2
OG0002399	1	1	2
OG0002400	1	1	2
OG0002401	1	1	2
OG0002402	1	1	2
OG0002403	1	1	2
OG0002404	1	1	2
OG0002405	1	1	2
OG0002406	1	1	2
OG0002407	1	1	2
OG0002408	1	1	2
OG0002409	1	1	2
OG0002410	1	1	2
OG0002411	1	1	2
OG0002412	1	1	2
OG0002413	1	1	2
OG0002414	1	1	2
OG0002415	1	1	2
OG0002416	1	1	2
OG0002417	1	1	2
OG0002418	1	1	2
OG0002419	1	1	2
OG0002420	1	1	2
OG0002421	1	1	2
OG0002422	1	1	2
OG0002423	1	1	2
OG0002424	1	1	2
OG0002425	1	1	2
OG0002426	1	1	2
OG0002427	1	1	2
OG0002428	1	1	2
OG0002429	1	1	2
OG0002430	1	1	2
OG0002431	1	1	2
OG0002432	1	1	2
OG0002433	1	1	2
OG0002434	1	1	2
OG0002435	1	1	2
OG0002436	1	1	2
OG0002437	1	1	2
OG0002438	1	1	2
OG0002439	1	1	2
OG0002440	1	1	2
OG0002441	1	1	2
OG0002442	1	1	2
OG0002443	1	1	2
OG0002444	1	1	2
OG0002445	1	1	2
OG0002446	1	1	2
OG0002447	1	1	2
OG0002448	1	1	2
OG0002449	1	1	2
OG0002450	1	1	2
OG0002451	1	1	2
OG0002452	1	1	2
OG0002453	1	1	2
OG0002454	1	1	2
OG0002455	1	1	2
OG0002456	1	1	2
OG0002457	1	1	2
OG0002458	1	1	2
OG0002459	1	1	2
OG0002460	1	1	2
OG0002461	1	1	2
OG0002462	1	1	2
OG0002463	1	1	2
OG0002464	1	1	2
OG0002465	1	1	2
OG0002466	1	1	2
OG0002467	1	1	2
OG0002468	1	1	2
OG0002469	1	1	2
OG0002470	1	1	2
OG0002471	1	1	2
OG0002472	1	1	2
OG0002473	1	1	2
OG0002474	1	1	2
OG0002475	1	1	2
OG0002476	1	1	2
OG0002477	1	1	2
OG0002478	1	1	2
OG0002479	1	1	2
OG0002480	1	1	2
OG0002481	1	1	2
OG0002482	1	1	2
OG0002483	1	1	2
OG0002484	1	1	2
OG0002485	1	1	2
OG0002486	1	1	2
OG0002487	1	1	2
OG0002488	1	1	2
OG0002489	1	1	2
OG0002490	1	1	2
OG0002491	1	1	2
OG0002492	1	1	2
OG0002493	1	1	2
OG0002494	1	1	2
OG0002495	1	1	2
OG0002496	1	1	2
OG0002497	1	1	2
OG0002498	1	1	2
OG0002499	1	1	2
OG0002500	1	1	2
OG0002501	1	1	2
OG0002502	1	1	2
OG0002503	1	1	2
OG0002504	1	1	2
OG0002505	1	1	2
OG0002506	1	1	2
OG0002507	1	1	2
OG0002508	1	1	2
OG0002509	1	1	2
OG0002510	1	1	2
OG0002511	1	1	2
OG0002512	1	1	2
OG0002513	1	1	2
OG0002514	1	1	2
OG0002515	1	1	2
OG0002516	1	1	2
OG0002517	1	1	2
OG0002518	1	1	2
OG0002519	1	1	2
OG0002520	1	1	2
OG0002521	1	1	2
OG0002522	1	1	2
OG0002523	1	1	2
OG0002524	1	1	2
OG0002525	1	1	2
OG0002526	1	1	2
OG0002527	1	1	2
OG0002528	1	1	2
OG0002529	1	1	2
OG0002530	1	1	2
OG0002531	1	1	2
OG0002532	1	1	2
OG0002533	1	1	2
OG0002534	1	1	2
OG0002535	1	1	2
OG0002536	1	1	2
OG0002537	1	1	2
OG0002538	1	1	2
OG0002539	1	1	2
OG0002540	1	1	2
OG0002541	1	1	2
OG0002542	1	1	2
OG0002543	1	1	2
OG0002544	1	1	2
OG0002545	1	1	2
OG0002546	1	1	2
OG0002547	1	1	2
OG0002548	1	1	2
OG0002549	1	1	2
OG0002550	1	1	2
OG0002551	1	1	2
OG0002552	1	1	2
OG0002553	1	1	2
OG0002554	1	1	2
OG0002555	1	1	2
OG0002556	1	1	2
OG0002557	1	1	2
OG0002558	1	1	2
OG0002559	1	1	2
OG0002560	1	1	2
OG0002561	1	1	2
OG0002562	1	1	2
OG0002563	1	1	2
OG0002564	1	1	2
OG0002565	1	1	2
OG0002566	1	1	2
OG0002567	1	1	2
OG0002568	1	1	2
OG0002569	1	1	2
OG0002570	1	1	2
OG0002571	1	1	2
OG0002572	1	1	2
OG0002573	1	1	2
OG0002574	1	1	2
OG0002575	1	1	2
OG0002576	1	1	2
OG0002577	1	1	2
OG0002578	1	1	2
OG0002579	1	1	2
OG0002580	1	1	2
OG0002581	1	1	2
OG0002582	1	1	2
OG0002583	1	1	2
OG0002584	1	1	2
OG0002585	1	1	2
OG0002586	1	1	2
OG0002587	1	1	2
OG0002588	1	1	2
OG0002589	1	1	2
OG0002590	1	1	2
OG0002591	1	1	2
OG0002592	1	1	2
OG0002593	1	1	2
OG0002594	1	1	2
OG0002595	1	1	2
OG0002596	1	1	2
OG0002597	1	1	2
OG0002598	1	1	2
OG0002599	1	1	2
OG0002600	1	1	2
OG0002601	1	1	2
OG0002602	1	1	2
OG0002603	1	1	2
OG0002604	1	1	2
OG0002605	1	1	2
OG0002606	1	1	2
OG0002607	1	1	2
OG0002608	1	1	2
OG0002609	1	1	2
OG0002610	1	1	2
OG0002611	1	1	2
OG0002612	1	1	2
OG0002613	1	1	2
OG0002614	1	1	2
OG0002615	1	1	2
OG0002616	1	1	2
OG0002617	1	1	2
OG0002618	1	1	2
OG0002619	1	1	2
OG0002620	1	1	2
OG0002621	1	1	2
OG0002622	1	1	2
OG0002623	1	1	2
OG0002624	1	1	2
OG0002625	1	1	2
OG0002626	1	1	2
OG0002627	1	1	2
OG0002628	1	1	2
OG0002629	1	1	2
OG0002630	1	1	2
OG0002631	1	1	2
OG0002632	1	1	2
OG0002633	1	1	2
OG0002634	1	1	2
OG0002635	1	1	2
OG0002636	1	1	2
OG0002637	1	1	2
OG0002638	1	1	2
OG0002639	1	1	2
OG0002640	1	1	2
OG0002641	1	1	2
OG0002642	1	1	2
OG0002643	1	1	2
OG0002644	1	1	2
OG0002645	1	1	2
OG0002646	1	1	2
OG0002647	1	1	2
OG0002648	1	1	2
OG0002649	1	1	2
OG0002650	1	1	2
OG0002651	1	1	2
OG0002652	1	1	2
OG0002653	1	1	2
OG0002654	1	1	2
OG0002655	1	1	2
OG0002656	1	1	2
OG0002657	1	1	2
OG0002658	1	1	2
OG0002659	1	1	2
OG0002660	1	1	2
OG0002661	1	1	2
OG0002662	1	1	2
OG0002663	1	1	2
OG0002664	1	1	2
OG0002665	1	1	2
OG0002666	1	1	2
OG0002667	1	1	2
OG0002668	1	1	2
OG0002669	1	1	2
OG0002670	1	1	2
OG0002671	1	1	2
OG0002672	1	1	2
OG0002673	1	1	2
OG0002674	1	1	2
OG0002675	1	1	2
OG0002676	1	1	2
OG0002677	1	1	2
OG0002678	1	1	2
OG0002679	1	1	2
OG0002680	1	1	2
OG0002681	1	1	2
OG0002682	1	1	2
OG0002683	1	1	2
OG0002684	1	1	2
