Orthogroup	Bpertussis	Ecoli
OG0002517	BP2194	
OG0002518	BP2200	
OG0002519	BP2204	
OG0002520	BP2207	
OG0002521	BP2210	
OG0002522	BP2213	
OG0002523	BP2214	
OG0002524	BP2215	
OG0002525	BP2216	
OG0002526	BP2217	
OG0002527	BP2218	
OG0002528	BP2219	
OG0002529	BP2220	
OG0002530	BP2221	
OG0002531	BP2222	
OG0002532	BP2226	
OG0002533	BP2227	
OG0002534	BP2228	
OG0002535	BP2229	
OG0002536	BP2230	
OG0002537	BP2231	
OG0002538	BP2232	
OG0002539	BP2233	
OG0002540	BP2234	
OG0002541	BP2235	
OG0002542	BP2236	
OG0002543	BP2237	
OG0002544	BP2238	
OG0002545	BP2239	
OG0002546	BP2240	
OG0002547	BP2241	
OG0002548	BP2243	
OG0002549	BP2244	
OG0002550	BP2245	
OG0002551	BP2246	
OG0002552	BP2247	
OG0002553	BP2248	
OG0002554	BP2249	
OG0002555	BP2250	
OG0002556	BP2251	
OG0002557	BP2252	
OG0002558	BP2253	
OG0002559	BP2254	
OG0002560	BP2255	
OG0002561	BP2256	
OG0002562	BP2257	
OG0002563	BP2258	
OG0002564	BP2259	
OG0002565	BP2260	
OG0002566	BP2262	
OG0002567	BP2263	
OG0002568	BP2264	
OG0002569	BP2265	
OG0002570	BP2266	
OG0002571	BP2268	
OG0002572	BP2271	
OG0002573	BP2272	
OG0002574	BP2274	
OG0002575	BP2275	
OG0002576	BP2276	
OG0002577	BP2278	
OG0002578	BP2279	
OG0002579	BP2284	
OG0002580	BP2285	
OG0002581	BP2292	
OG0002582	BP2293	
OG0002583	BP2294	
OG0002584	BP2296	
OG0002585	BP2297	
OG0002586	BP2298	
OG0002587	BP2299	
OG0002588	BP2300	
OG0002589	BP2305	
OG0002590	BP2316	
OG0002591	BP2318	
OG0002592	BP2319	
OG0002593	BP2320	
OG0002594	BP2328	
OG0002595	BP2329	
OG0002596	BP2330	
OG0002597	BP2331	
OG0002598	BP2333	
OG0002599	BP2337	
OG0002600	BP2341	
OG0002601	BP2342	
OG0002602	BP2343	
OG0002603	BP2349	
OG0002604	BP2350	
OG0002605	BP2352	
OG0002606	BP2353	
OG0002607	BP2355	
OG0002608	BP2359	
OG0002609	BP2365	
OG0002610	BP2369	
OG0002611	BP2370	
OG0002612	BP2372	
OG0002613	BP2374	
OG0002614	BP2376	
OG0002615	BP2377	
OG0002616	BP2380	
OG0002617	BP2381	
OG0002618	BP2383	
OG0002619	BP2384	
OG0002620	BP2387	
OG0002621	BP2390	
OG0002622	BP2391	
OG0002623	BP2393	
OG0002624	BP2402	
OG0002625	BP2404	
OG0002626	BP2405	
OG0002627	BP2406	
OG0002628	BP2413	
OG0002629	BP2414	
OG0002630	BP2415	
OG0002631	BP2417	
OG0002632	BP2418	
OG0002633	BP2419	
OG0002634	BP2422	
OG0002635	BP2423	
OG0002636	BP2425	
OG0002637	BP2426	
OG0002638	BP2428	
OG0002639	BP2434	
OG0002640	BP2435	
OG0002641	BP2436	
OG0002642	BP2438	
OG0002643	BP2448	
OG0002644	BP2453	
OG0002645	BP2454	
OG0002646	BP2456	
OG0002647	BP2457	
OG0002648	BP2458	
OG0002649	BP2459	
OG0002650	BP2460	
OG0002651	BP2461	
OG0002652	BP2462	
OG0002653	BP2466	
OG0002654	BP2467	
OG0002655	BP2468	
OG0002656	BP2469	
OG0002657	BP2477	
OG0002658	BP2479	
OG0002659	BP2485	
OG0002660	BP2486	
OG0002661	BP2487	
OG0002662	BP2489	
OG0002663	BP2490	
OG0002664	BP2491	
OG0002665	BP2492	
OG0002666	BP2494	
OG0002667	BP2496	
OG0002668	BP2500	
OG0002669	BP2502	
OG0002670	BP2504	
OG0002671	BP2512	
OG0002672	BP2513	
OG0002673	BP2515	
OG0002674	BP2516	
OG0002675	BP2517	
OG0002676	BP2518	
OG0002677	BP2519	
OG0002678	BP2520	
OG0002679	BP2521	
OG0002680	BP2523	
OG0002681	BP2524	
OG0002682	BP2525	
OG0002683	BP2526	
OG0002684	BP2527	
OG0002685	BP2528	
OG0002686	BP2529	
OG0002687	BP2530	
OG0002688	BP2531	
OG0002689	BP2534	
OG0002690	BP2538	
OG0002691	BP2539	
OG0002692	BP2542	
OG0002693	BP2545	
OG0002694	BP2547	
OG0002695	BP2548	
OG0002696	BP2549	
OG0002697	BP2550	
OG0002698	BP2551	
OG0002699	BP2552	
OG0002700	BP2553	
OG0002701	BP2554	
OG0002702	BP2556	
OG0002703	BP2557	
OG0002704	BP2558	
OG0002705	BP2560	
OG0002706	BP2563	
OG0002707	BP2564	
OG0002708	BP2565	
OG0002709	BP2567	
OG0002710	BP2568	
OG0002711	BP2569	
OG0002712	BP2570	
OG0002713	BP2577	
OG0002714	BP2579	
OG0002715	BP2581	
OG0002716	BP2582	
OG0002717	BP2583	
OG0002718	BP2586	
OG0002719	BP2587	
OG0002720	BP2589	
OG0002721	BP2591	
OG0002722	BP2593	
OG0002723	BP2596	
OG0002724	BP2597	
OG0002725	BP2598	
OG0002726	BP2599	
OG0002727	BP2600	
OG0002728	BP2602	
OG0002729	BP2603	
OG0002730	BP2605	
OG0002731	BP2606	
OG0002732	BP2607	
OG0002733	BP2608	
OG0002734	BP2609	
OG0002735	BP2610	
OG0002736	BP2612	
OG0002737	BP2613	
OG0002738	BP2614	
OG0002739	BP2615	
OG0002740	BP2616	
OG0002741	BP2617	
OG0002742	BP2620	
OG0002743	BP2623	
OG0002744	BP2626	
OG0002745	BP2630	
OG0002746	BP2632	
OG0002747	BP2633	
OG0002748	BP2636	
OG0002749	BP2637	
OG0002750	BP2638	
OG0002751	BP2639	
OG0002752	BP2640	
OG0002753	BP2642	
OG0002754	BP2645	
OG0002755	BP2647	
OG0002756	BP2648	
OG0002757	BP2649	
OG0002758	BP2651	
OG0002759	BP2652	
OG0002760	BP2653	
OG0002761	BP2654	
OG0002762	BP2655	
OG0002763	BP2656	
OG0002764	BP2660	
OG0002765	BP2661	
OG0002766	BP2662	
OG0002767	BP2663	
OG0002768	BP2666	
OG0002769	BP2667	
OG0002770	BP2670	
OG0002771	BP2671	
OG0002772	BP2672	
OG0002773	BP2673	
OG0002774	BP2674	
OG0002775	BP2678	
OG0002776	BP2679	
OG0002777	BP2686	
OG0002778	BP2688	
OG0002779	BP2691	
OG0002780	BP2692	
OG0002781	BP2693	
OG0002782	BP2694	
OG0002783	BP2698	
OG0002784	BP2700	
OG0002785	BP2704	
OG0002786	BP2705	
OG0002787	BP2707	
OG0002788	BP2712	
OG0002789	BP2713	
OG0002790	BP2714	
OG0002791	BP2715	
OG0002792	BP2717	
OG0002793	BP2719	
OG0002794	BP2720	
OG0002795	BP2721	
OG0002796	BP2724	
OG0002797	BP2725	
OG0002798	BP2726	
OG0002799	BP2727	
OG0002800	BP2729	
OG0002801	BP2730	
OG0002802	BP2732	
OG0002803	BP2733	
OG0002804	BP2736	
OG0002805	BP2741	
OG0002806	BP2743	
OG0002807	BP2744	
OG0002808	BP2745	
OG0002809	BP2746	
OG0002810	BP2747	
OG0002811	BP2748	
OG0002812	BP2750	
OG0002813	BP2758	
OG0002814	BP2763	
OG0002815	BP2764	
OG0002816	BP2765	
OG0002817	BP2770	
OG0002818	BP2772	
OG0002819	BP2776	
OG0002820	BP2780	
OG0002821	BP2781	
OG0002822	BP2784	
OG0002823	BP2786	
OG0002824	BP2788	
OG0002825	BP2792	
OG0002826	BP2795	
OG0002827	BP2797	
OG0002828	BP2801	
OG0002829	BP2802	
OG0002830	BP2804	
OG0002831	BP2806	
OG0002832	BP2812	
OG0002833	BP2813	
OG0002834	BP2819	
OG0002835	BP2821	
OG0002836	BP2823	
OG0002837	BP2824	
OG0002838	BP2825	
OG0002839	BP2826	
OG0002840	BP2827	
OG0002841	BP2830	
OG0002842	BP2832	
OG0002843	BP2836	
OG0002844	BP2845	
OG0002845	BP2848	
OG0002846	BP2851	
OG0002847	BP2852	
OG0002848	BP2853	
OG0002849	BP2856	
OG0002850	BP2857	
OG0002851	BP2860	
OG0002852	BP2861	
OG0002853	BP2862	
OG0002854	BP2863	
OG0002855	BP2864	
OG0002856	BP2865	
OG0002857	BP2867	
OG0002858	BP2868	
OG0002859	BP2869	
OG0002860	BP2870	
OG0002861	BP2871	
OG0002862	BP2873	
OG0002863	BP2875	
OG0002864	BP2878	
OG0002865	BP2880	
OG0002866	BP2882	
OG0002867	BP2884	
OG0002868	BP2885	
OG0002869	BP2886	
OG0002870	BP2887	
OG0002871	BP2888	
OG0002872	BP2889	
OG0002873	BP2892	
OG0002874	BP2894	
OG0002875	BP2895	
OG0002876	BP2896	
OG0002877	BP2900	
OG0002878	BP2902	
OG0002879	BP2906	
OG0002880	BP2907	
OG0002881	BP2911	
OG0002882	BP2912	
OG0002883	BP2913	
OG0002884	BP2914	
OG0002885	BP2915	
OG0002886	BP2917	
OG0002887	BP2918	
OG0002888	BP2919	
OG0002889	BP2920	
OG0002890	BP2921	
OG0002891	BP2922	
OG0002892	BP2923	
OG0002893	BP2924	
OG0002894	BP2925	
OG0002895	BP2926	
OG0002896	BP2927	
OG0002897	BP2928	
OG0002898	BP2929	
OG0002899	BP2930	
OG0002900	BP2934	
OG0002901	BP2935	
OG0002902	BP2936	
OG0002903	BP2937	
OG0002904	BP2939	
OG0002905	BP2940	
OG0002906	BP2941	
OG0002907	BP2942	
OG0002908	BP2943	
OG0002909	BP2946	
OG0002910	BP2947	
OG0002911	BP2949	
OG0002912	BP2955	
OG0002913	BP2956	
OG0002914	BP2959	
OG0002915	BP2963	
OG0002916	BP2966	
OG0002917	BP2969	
OG0002918	BP2970	
OG0002919	BP2972	
OG0002920	BP2974	
OG0002921	BP2975	
OG0002922	BP2976	
OG0002923	BP2979	
OG0002924	BP2980	
OG0002925	BP2981	
OG0002926	BP2985	
OG0002927	BP2988	
OG0002928	BP2989	
OG0002929	BP2990	
OG0002930	BP2991	
OG0002931	BP2992	
OG0002932	BP2993	
OG0002933	BP2994	
OG0002934	BP2998	
OG0002935	BP2999	
OG0002936	BP3002	
OG0002937	BP3003	
OG0002938	BP3005	
OG0002939	BP3008	
OG0002940	BP3009	
OG0002941	BP3010	
OG0002942	BP3011	
OG0002943	BP3012	
OG0002944	BP3013	
OG0002945	BP3015	
OG0002946	BP3016	
OG0002947	BP3037	
OG0002948	BP3039	
OG0002949	BP3040	
OG0002950	BP3042	
OG0002951	BP3043	
OG0002952	BP3046	
OG0002953	BP3047	
OG0002954	BP3048	
OG0002955	BP3049	
OG0002956	BP3050	
OG0002957	BP3051	
OG0002958	BP3052	
OG0002959	BP3055	
OG0002960	BP3057	
OG0002961	BP3058	
OG0002962	BP3063	
OG0002963	BP3064	
OG0002964	BP3065	
OG0002965	BP3067	
OG0002966	BP3068	
OG0002967	BP3069	
OG0002968	BP3072	
OG0002969	BP3077	
OG0002970	BP3079	
OG0002971	BP3082	
OG0002972	BP3090	
OG0002973	BP3091	
OG0002974	BP3096	
OG0002975	BP3097	
OG0002976	BP3098	
OG0002977	BP3099	
OG0002978	BP3100	
OG0002979	BP3102	
OG0002980	BP3103	
OG0002981	BP3106	
OG0002982	BP3107	
OG0002983	BP3108	
OG0002984	BP3109	
OG0002985	BP3111	
OG0002986	BP3114	
OG0002987	BP3115	
OG0002988	BP3117	
OG0002989	BP3118	
OG0002990	BP3122	
OG0002991	BP3128	
OG0002992	BP3130	
OG0002993	BP3132	
OG0002994	BP3133	
OG0002995	BP3134	
OG0002996	BP3135	
OG0002997	BP3136	
OG0002998	BP3137	
OG0002999	BP3138	
OG0003000	BP3139	
OG0003001	BP3140	
OG0003002	BP3144	
OG0003003	BP3148	
OG0003004	BP3149	
OG0003005	BP3151	
OG0003006	BP3152	
OG0003007	BP3156	
OG0003008	BP3157	
OG0003009	BP3159	
OG0003010	BP3160	
OG0003011	BP3161	
OG0003012	BP3163	
OG0003013	BP3164	
OG0003014	BP3166	
OG0003015	BP3168	
OG0003016	BP3169	
OG0003017	BP3170	
OG0003018	BP3171	
OG0003019	BP3172	
OG0003020	BP3175	
OG0003021	BP3176	
OG0003022	BP3177	
OG0003023	BP3178	
OG0003024	BP3179	
OG0003025	BP3180	
OG0003026	BP3185	
OG0003027	BP3186	
OG0003028	BP3188	
OG0003029	BP3189	
OG0003030	BP3191	
OG0003031	BP3192	
OG0003032	BP3193	
OG0003033	BP3194	
OG0003034	BP3195	
OG0003035	BP3196	
OG0003036	BP3199	
OG0003037	BP3201	
OG0003038	BP3202	
OG0003039	BP3203	
OG0003040	BP3207	
OG0003041	BP3210	
OG0003042	BP3216	
OG0003043	BP3217	
OG0003044	BP3219	
OG0003045	BP3220	
OG0003046	BP3222	
OG0003047	BP3224	
OG0003048	BP3225	
OG0003049	BP3230	
OG0003050	BP3231	
OG0003051	BP3234	
OG0003052	BP3235	
OG0003053	BP3237	
OG0003054	BP3239	
OG0003055	BP3239A	
OG0003056	BP3240	
OG0003057	BP3242	
OG0003058	BP3243	
OG0003059	BP3244	
OG0003060	BP3245	
OG0003061	BP3246	
OG0003062	BP3247	
OG0003063	BP3249	
OG0003064	BP3252	
OG0003065	BP3257	
OG0003066	BP3264	
OG0003067	BP3271	
OG0003068	BP3272	
OG0003069	BP3274	
OG0003070	BP3275	
OG0003071	BP3276	
OG0003072	BP3279	
OG0003073	BP3281	
OG0003074	BP3290	
OG0003075	BP3294	
OG0003076	BP3295	
OG0003077	BP3296	
OG0003078	BP3298	
OG0003079	BP3300	
OG0003080	BP3302	
OG0003081	BP3304	
OG0003082	BP3305	
OG0003083	BP3306	
OG0003084	BP3308	
OG0003085	BP3311	
OG0003086	BP3312	
OG0003087	BP3313	
OG0003088	BP3314	
OG0003089	BP3316	
OG0003090	BP3317	
OG0003091	BP3320	
OG0003092	BP3321	
OG0003093	BP3322	
OG0003094	BP3323	
OG0003095	BP3325	
OG0003096	BP3326	
OG0003097	BP3328	
OG0003098	BP3334	
OG0003099	BP3336	
OG0003100	BP3339	
OG0003101	BP3340	
OG0003102	BP3341	
OG0003103	BP3344	
OG0003104	BP3350	
OG0003105	BP3353	
OG0003106	BP3354	
OG0003107	BP3356	
OG0003108	BP3357	
OG0003109	BP3358	
OG0003110	BP3359	
OG0003111	BP3361	
OG0003112	BP3362	
OG0003113	BP3363	
OG0003114	BP3364	
OG0003115	BP3365	
OG0003116	BP3367	
OG0003117	BP3368	
OG0003118	BP3369	
OG0003119	BP3370	
OG0003120	BP3371	
OG0003121	BP3372	
OG0003122	BP3373	
OG0003123	BP3374	
OG0003124	BP3375	
OG0003125	BP3376	
OG0003126	BP3380	
OG0003127	BP3381	
OG0003128	BP3382	
OG0003129	BP3383	
OG0003130	BP3384	
OG0003131	BP3385	
OG0003132	BP3386	
OG0003133	BP3388	
OG0003134	BP3389	
OG0003135	BP3390	
OG0003136	BP3391	
OG0003137	BP3392	
OG0003138	BP3393	
OG0003139	BP3394	
OG0003140	BP3395	
OG0003141	BP3396	
OG0003142	BP3397	
OG0003143	BP3399	
OG0003144	BP3400	
OG0003145	BP3404	
OG0003146	BP3405	
OG0003147	BP3406	
OG0003148	BP3408	
OG0003149	BP3409	
OG0003150	BP3412	
OG0003151	BP3420	
OG0003152	BP3423	
OG0003153	BP3426	
OG0003154	BP3429	
OG0003155	BP3430	
OG0003156	BP3431	
OG0003157	BP3432	
OG0003158	BP3433	
OG0003159	BP3434	
OG0003160	BP3435	
OG0003161	BP3436	
OG0003162	BP3438	
OG0003163	BP3439	
OG0003164	BP3440	
OG0003165	BP3441	
OG0003166	BP3443	
OG0003167	BP3445	
OG0003168	BP3446	
OG0003169	BP3447	
OG0003170	BP3448	
OG0003171	BP3449	
OG0003172	BP3451	
OG0003173	BP3452	
OG0003174	BP3453	
OG0003175	BP3454	
OG0003176	BP3455	
OG0003177	BP3456	
OG0003178	BP3458	
OG0003179	BP3459	
OG0003180	BP3460	
OG0003181	BP3462	
OG0003182	BP3463	
OG0003183	BP3464	
OG0003184	BP3465	
OG0003185	BP3466	
OG0003186	BP3468	
OG0003187	BP3476	
OG0003188	BP3477	
OG0003189	BP3478	
OG0003190	BP3482	
OG0003191	BP3483	
OG0003192	BP3484	
OG0003193	BP3490	
OG0003194	BP3493	
OG0003195	BP3497	
OG0003196	BP3498	
OG0003197	BP3499	
OG0003198	BP3500	
OG0003199	BP3501	
OG0003200	BP3503	
OG0003201	BP3504	
OG0003202	BP3505	
OG0003203	BP3508	
OG0003204	BP3510	
OG0003205	BP3511	
OG0003206	BP3512	
OG0003207	BP3513	
OG0003208	BP3515	
OG0003209	BP3517	
OG0003210	BP3518	
OG0003211	BP3519	
OG0003212	BP3520	
OG0003213	BP3521	
OG0003214	BP3523	
OG0003215	BP3528	
OG0003216	BP3531	
OG0003217	BP3532	
OG0003218	BP3535	
OG0003219	BP3539	
OG0003220	BP3540	
OG0003221	BP3542	
OG0003222	BP3544	
OG0003223	BP3545	
OG0003224	BP3546	
OG0003225	BP3548	
OG0003226	BP3550	
OG0003227	BP3551	
OG0003228	BP3556	
OG0003229	BP3558	
OG0003230	BP3559	
OG0003231	BP3562	
OG0003232	BP3565	
OG0003233	BP3566	
OG0003234	BP3567	
OG0003235	BP3568	
OG0003236	BP3569	
OG0003237	BP3570	
OG0003238	BP3571	
OG0003239	BP3572	
OG0003240	BP3573	
OG0003241	BP3574	
OG0003242	BP3575	
OG0003243	BP3576	
OG0003244	BP3577	
OG0003245	BP3580	
OG0003246	BP3582	
OG0003247	BP3585	
OG0003248	BP3593	
OG0003249	BP3599	
OG0003250	BP3602	
OG0003251	BP3603	
OG0003252	BP3604	
OG0003253	BP3605	
OG0003254	BP3607	
OG0003255	BP3623	
OG0003256	BP3624	
OG0003257	BP3647	
OG0003258	BP3650	
OG0003259	BP3651	
OG0003260	BP3659	
OG0003261	BP3663	
OG0003262	BP3664	
OG0003263	BP3666	
OG0003264	BP3667	
OG0003265	BP3670	
OG0003266	BP3671	
OG0003267	BP3672	
OG0003268	BP3673	
OG0003269	BP3675	
OG0003270	BP3677	
OG0003271	BP3682	
OG0003272	BP3683	
OG0003273	BP3685	
OG0003274	BP3687	
OG0003275	BP3691	
OG0003276	BP3693	
OG0003277	BP3696	
OG0003278	BP3698	
OG0003279	BP3699	
OG0003280	BP3700	
OG0003281	BP3701	
OG0003282	BP3702	
OG0003283	BP3704	
OG0003284	BP3705	
OG0003285	BP3706	
OG0003286	BP3707	
OG0003287	BP3708	
OG0003288	BP3709	
OG0003289	BP3710	
OG0003290	BP3713	
OG0003291	BP3714	
OG0003292	BP3715	
OG0003293	BP3716	
OG0003294	BP3718	
OG0003295	BP3719	
OG0003296	BP3720	
OG0003297	BP3721	
OG0003298	BP3722	
OG0003299	BP3723	
OG0003300	BP3724	
OG0003301	BP3726	
OG0003302	BP3727	
OG0003303	BP3731	
OG0003304	BP3732	
OG0003305	BP3733	
OG0003306	BP3734	
OG0003307	BP3736	
OG0003308	BP3737	
OG0003309	BP3738	
OG0003310	BP3739	
OG0003311	BP3740	
OG0003312	BP3741	
OG0003313	BP3742	
OG0003314	BP3743	
OG0003315	BP3744	
OG0003316	BP3749	
OG0003317	BP3752	
OG0003318	BP3756	
OG0003319	BP3761	
OG0003320	BP3764	
OG0003321	BP3775	
OG0003322	BP3782	
OG0003323	BP3783	
OG0003324	BP3784	
OG0003325	BP3785	
OG0003326	BP3786	
OG0003327	BP3787	
OG0003328	BP3788	
OG0003329	BP3789	
OG0003330	BP3790	
OG0003331	BP3791	
OG0003332	BP3792	
OG0003333	BP3793	
OG0003334	BP3794	
OG0003335	BP3795	
OG0003336	BP3796	
OG0003337	BP3799	
OG0003338	BP3800	
OG0003339	BP3801	
OG0003340	BP3802	
OG0003341	BP3803	
OG0003342	BP3804	
OG0003343	BP3806	
OG0003344	BP3807	
OG0003345	BP3808	
OG0003346	BP3810	
OG0003347	BP3811	
OG0003348	BP3812	
OG0003349	BP3819	
OG0003350	BP3820	
OG0003351	BP3822	
OG0003352	BP3823	
OG0003353	BP3826	
OG0003354	BP3827	
OG0003355	BP3831	
OG0003356	BP3834	
OG0003357	BP3837	
OG0003358	BP3839	
OG0003359	BP3841	
OG0003360	BP3842	
OG0003361	BP3843	
OG0003362	BP3844	
OG0003363	BP3845	
OG0003364	BP3846	
OG0003365	BP3848	
OG0003366	BP3849	
OG0003367	BP3851	
OG0003368	BP3853	
OG0003369	BP3854	
OG0003370	BP3855	
OG0003371	BP3860	
OG0003372	BP3862	
OG0003373	BP3864	
OG0003374	BP3865	
OG0003375	BP3866	
OG0003376	BP3867	
OG0003377	BP3868	
OG0003378	BP3869	
OG0003379		b4296
OG0003380		b4295
OG0003381		b4298
OG0003382		b4297
OG0003383		b4291
OG0003384		b4294
OG0003385		b4290
OG0003386		b4289
OG0003387		b4288
OG0003388		b4284
OG0003389		b4278
OG0003390		b4277
OG0003391		b4279
OG0003392		b4273
OG0003393		b4272
OG0003394		b4267
OG0003395		b4268
OG0003396		b4265
OG0003397		b4264
OG0003398		b4259
OG0003399		b4256
OG0003400		b4255
OG0003401		b4257
OG0003402		b0719
OG0003403		b0718
OG0003404		b0713
OG0003405		b0717
OG0003406		b0716
OG0003407		b0715
OG0003408		b0714
OG0003409		b0709
OG0003410		b0708
OG0003411		b0707
OG0003412		b0702
OG0003413		b0700
OG0003414		b0706
OG0003415		b0704
OG0003416		b4299
OG0003417		b1182
OG0003418		b1183
OG0003419		b1184
OG0003420		b4210
OG0003421		b1185
OG0003422		b1181
OG0003423		b4209
OG0003424		b4208
OG0003425		b1179
OG0003426		b4204
OG0003427		b4207
OG0003428		b4206
OG0003429		b4201
OG0003430		b1177
OG0003431		b1178
OG0003432		b1171
OG0003433		b1172
OG0003434		b1164
OG0003435		b2495
OG0003436		b1165
OG0003437		b1166
OG0003438		b2497
OG0003439		b1167
OG0003440		b1160
OG0003441		b2491
OG0003442		b1161
OG0003443		b2492
OG0003444		b2493
OG0003445		b1163
OG0003446		b2490
OG0003447		b2488
OG0003448		b1158
OG0003449		b2489
OG0003450		b1159
OG0003451		b1153
OG0003452		b1154
OG0003453		b2485
OG0003454		b1155
OG0003455		b2486
OG0003456		b1156
OG0003457		b2487
OG0003458		b1150
OG0003459		b2481
OG0003460		b1151
OG0003461		b2482
OG0003462		b2483
OG0003463		b1146
OG0003464		b2477
OG0003465		b1147
OG0003466		b1148
OG0003467		b2479
OG0003468		b1149
OG0003469		b1142
OG0003470		b2473
OG0003471		b1143
OG0003472		b2474
OG0003473		b1144
OG0003474		b1145
OG0003475		b2476
OG0003476		b4252
OG0003477		b4251
OG0003478		b4253
OG0003479		b4244
OG0003480		b4246
OG0003481		b4241
OG0003482		b4240
OG0003483		b4242
OG0003484		b4238
OG0003485		b4237
OG0003486		b4230
OG0003487		b4231
OG0003488		b4227
OG0003489		b1197
OG0003490		b1198
OG0003491		b4222
OG0003492		b1199
OG0003493		b4225
OG0003494		b4224
OG0003495		b1194
OG0003496		b1195
OG0003497		b1196
OG0003498		b1191
OG0003499		b4216
OG0003500		b4215
OG0003501		b4218
OG0003502		b4217
OG0003503		b1186
OG0003504		b1187
OG0003505		b4211
OG0003506		b4214
OG0003507		b4213
OG0003508		b3880
OG0003509		b1216
OG0003510		b2547
OG0003511		b3879
OG0003512		b1217
OG0003513		b2548
OG0003514		b2549
OG0003515		b1219
OG0003516		b2543
OG0003517		b3875
OG0003518		b1213
OG0003519		b2544
OG0003520		b3874
OG0003521		b1214
OG0003522		b2545
OG0003523		b3877
OG0003524		b2546
OG0003525		b3876
OG0003526		b2541
OG0003527		b3873
OG0003528		b3872
OG0003529		b1205
OG0003530		b2536
OG0003531		b2537
OG0003532		b3867
OG0003533		b1201
OG0003534		b1202
OG0003535		b3866
OG0003536		b2535
OG0003537		b3862
OG0003538		b1200
OG0003539		b3861
OG0003540		b3859
OG0003541		b3858
OG0003542		b2522
OG0003543		b2523
OG0003544		b3850
OG0003545		b3845
OG0003546		b2516
OG0003547		b3847
OG0003548		b2510
OG0003549		b3842
OG0003550		b1257
OG0003551		b1258
OG0003552		b1259
OG0003553		b1252
OG0003554		b2585
OG0003555		b1255
OG0003556		b2586
OG0003557		b2581
OG0003558		b2582
OG0003559		b2576
OG0003560		b2577
OG0003561		b1248
OG0003562		b2579
OG0003563		b1241
OG0003564		b2572
OG0003565		b1242
OG0003566		b1243
OG0003567		b2574
OG0003568		b1244
OG0003569		b2575
OG0003570		b2570
OG0003571		b2571
OG0003572		b1238
OG0003573		b1234
OG0003574		b3897
OG0003575		b1235
OG0003576		b3896
OG0003577		b3899
OG0003578		b1237
OG0003579		b3898
OG0003580		b3893
OG0003581		b3895
OG0003582		b1233
OG0003583		b3894
OG0003584		b3891
OG0003585		b2560
OG0003586		b3890
OG0003587		b1227
OG0003588		b2558
OG0003589		b1228
OG0003590		b3889
OG0003591		b1229
OG0003592		b1223
OG0003593		b2554
OG0003594		b1224
OG0003595		b2555
OG0003596		b3885
OG0003597		b1225
OG0003598		b2556
OG0003599		b3888
OG0003600		b1226
OG0003601		b3887
OG0003602		b2550
OG0003603		b1220
OG0003604		b3881
OG0003605		b1221
OG0003606		b1222
OG0003607		b3883
OG0003608		b0767
OG0003609		b0766
OG0003610		b0760
OG0003611		b0762
OG0003612		b0757
OG0003613		b0756
OG0003614		b0759
OG0003615		b0758
OG0003616		b0753
OG0003617		b0752
OG0003618		b0751
OG0003619		b0750
OG0003620		b0742
OG0003621		b0735
OG0003622		b0732
OG0003623		b0739
OG0003624		b0731
OG0003625		b2504
OG0003626		b3834
OG0003627		b2505
OG0003628		b2506
OG0003629		b3831
OG0003630		b2500
OG0003631		b3832
OG0003632		b3827
OG0003633		b0799
OG0003634		b0798
OG0003635		b3823
OG0003636		b3826
OG0003637		b3825
OG0003638		b0793
OG0003639		b3820
OG0003640		b0792
OG0003641		b0791
OG0003642		b3821
OG0003643		b0796
OG0003644		b0795
OG0003645		b0794
OG0003646		b3817
OG0003647		b3816
OG0003648		b0788
OG0003649		b0787
OG0003650		b3818
OG0003651		b3812
OG0003652		b0780
OG0003653		b0786
OG0003654		b3806
OG0003655		b0778
OG0003656		b3808
OG0003657		b3802
OG0003658		b0771
OG0003659		b3800
OG0003660		b0772
OG0003661		b4176
OG0003662		b4169
OG0003663		b4166
OG0003664		b4157
OG0003665		b4156
OG0003666		b4159
OG0003667		b4158
OG0003668		b4153
OG0003669		b4152
OG0003670		b4155
OG0003671		b4154
OG0003672		b4151
OG0003673		b4150
OG0003674		b4149
OG0003675		b4146
OG0003676		b4145
OG0003677		b4148
OG0003678		b4141
OG0003679		b4144
OG0003680		b4140
OG0003681		b4139
OG0003682		b4138
OG0003683		b0608
OG0003684		b0603
OG0003685		b0602
OG0003686		b0601
OG0003687		b0607
OG0003688		b0606
OG0003689		b1932
OG0003690		b0604
OG0003691		b1930
OG0003692		b1928
OG0003693		b1926
OG0003694		b1927
OG0003695		b1921
OG0003696		b4197
OG0003697		b4196
OG0003698		b4199
OG0003699		b4198
OG0003700		b4193
OG0003701		b4192
OG0003702		b4195
OG0003703		b4194
OG0003704		b4191
OG0003705		b4190
OG0003706		b1917
OG0003707		b1919
OG0003708		b1914
OG0003709		b1915
OG0003710		b4189
OG0003711		b4186
OG0003712		b4185
OG0003713		b4188
OG0003714		b4182
OG0003715		b4181
OG0003716		b4184
OG0003717		b4183
OG0003718		b1906
OG0003719		b1907
OG0003720		b1908
OG0003721		b1902
OG0003722		b1904
OG0003723		b1905
OG0003724		b1900
OG0003725		b1901
OG0003726		b1061
OG0003727		b2392
OG0003728		b2393
OG0003729		b1063
OG0003730		b2394
OG0003731		b1064
OG0003732		b2390
OG0003733		b1060
OG0003734		b1058
OG0003735		b2389
OG0003736		b1059
OG0003737		b2385
OG0003738		b2386
OG0003739		b2387
OG0003740		b1057
OG0003741		b2388
